,rmsd
36975451,0.26824282050531173
36975452,0.2583437129346134
36975453,0.2318573507925441
36975454,0.19978926917712553
36975455,0.20442553954205767
36975456,0.12817457788514147
36991787,0.09641382504692442
36991788,0.5712377925842399
36991789,0.08381928827558198
36991790,0.0695734690504826
36991791,0.31108960192309304
36991792,0.2328574378901324
36991793,0.9152318927151772
36991794,0.2356511866248672
36991795,0.08380605102725464
36991796,0.09666802579120931
36987706,0.0918996774280507
36987707,0.09144704043385424
36987708,0.09194631745983435
36984387,0.19275347938464474
36984388,0.19402897072837796
36984389,0.15890850653748143
36973916,0.179623858685914
36973917,0.17943878133469546
36973918,0.11432168601627107
36973919,0.11356166134736267
37014846,0.3640639203170039
37014847,0.39676825774501545
37014848,0.8956406284078087
37014849,0.3644657005232504
37014850,0.40325328815977457
37014851,0.8960466982385743
37014852,0.44595984526728527
37014853,0.7729951816557528
36991461,0.3873106510525015
36991462,0.3433096065358126
36991463,0.35528167615645884
36991464,0.3726213508192912
36991465,0.4279075337070268
36991466,0.3433429045903253
36991467,0.3463424870654407
36991468,0.345631875057136
36991469,0.35603490986189135
36991470,0.3565079945707848
36969580,0.09008630969101841
36969581,0.09007201640639566
37016997,0.09403277672868593
37015999,0.16728846144078496
37016000,0.16840596986533146
36972482,0.37411624490079043
36972483,0.24572396928456733
36972484,0.24593301951908722
36972485,0.34638489702355724
36972486,0.24586851351468492
36972487,0.34639997133107897
36972488,0.3460354235068612
36972489,0.3374385696490976
36973802,0.1074909418405622
36973803,0.17460513256383478
37016100,0.18831009953346708
37016101,0.1349487133734654
37016102,0.07897283435462961
36974444,0.13104055791292762
36968620,0.19560949349968704
36968621,0.17497147982887368
37014214,0.2777754158803592
37014215,0.2776225878916874
37014216,0.07120643726159544
37014217,0.2264510522780825
37008313,0.27586472670374457
37008314,0.3895093618344766
37008315,0.2758766795842826
37008316,0.22172388602698456
37008317,0.22176576901641298
37008318,0.27592007411026004
37008319,0.2758866117040236
37010696,0.06297859516041501
37010697,0.06307484292428155
37010698,0.05496850681740523
37010699,0.05523962135046881
36982533,0.14016100799290834
36982534,0.4570431643553755
36982535,0.3120778587046361
36982536,0.3107787275507561
36982537,0.26034265650804983
36982538,0.14016568800368087
36982539,0.13952807843947312
36982540,0.2614230986734342
36982541,0.1401409386880248
36982542,0.4570515053239735
36984973,0.3019592877187321
36984974,0.3021898751320287
36984975,0.302918803869877
37008083,0.23908272423647262
37008084,0.3890452097424258
37008085,0.1925735504879931
37008086,0.295187751978135
37008087,0.18219746968812867
37008088,0.24740521544461652
37008089,0.07571524850564068
37008090,0.07569139583093394
37008091,0.07560115776655649
36996696,0.3218353076591759
36996697,0.32166245870570287
36996698,0.26638312071400416
36996699,0.3603808053906361
36996700,0.25335940270825014
36996701,0.3317585405929828
36996702,0.20861115441364042
36996703,0.1268359613290986
36974979,0.09647288967409814
36974980,0.0964399040894952
36991779,0.14735934698564332
36991780,0.17882185059930386
36991781,0.13881851749321383
36991782,0.11011045250450818
36991783,0.14494170117858338
36991784,0.10835393926289306
36991785,0.17372043925254543
36991786,0.14210473122640704
36981550,0.23383573518233997
36981551,0.37204360204110287
36981552,0.12699796669043054
36981553,0.11243305533927814
36981554,0.27482100701222817
36981555,0.12831236870303636
36981556,0.11196119715848205
36981557,0.17737330673378235
36981558,0.262501961571907
37016149,0.29093084631228616
37016150,0.2917197731521168
37016151,0.36579600880129404
36974389,0.08617885586451217
36974390,0.09826552976721953
37014267,0.2345726387621559
37014268,0.2623406324927644
37014269,0.10903890978505575
37014270,0.10276297200772812
37014271,0.2624314610544438
37014272,0.2126649469744856
37014273,0.2660689581106857
37009599,0.19442955663568165
37009600,0.19464965825609956
37009601,0.19472300384714963
37009602,0.19511358495801046
37009603,0.3002032830902467
37009604,0.19479282147203383
37009605,0.19474316659194824
37009606,0.3011723540004961
37009607,0.30205376176376214
37009608,0.3018087018939706
36999326,0.06329039522794236
36999327,0.05079827279707717
36996073,0.06963472811582767
36996074,0.09286635283017985
36996075,0.2534183107856532
36996076,0.06902594233034871
36996077,0.09340015095648882
36996078,0.2529241619811102
36996079,0.06992078182855666
36989744,0.34075459348359805
36989745,0.3363848660493332
36989746,0.35740160971314333
36989747,0.35184682060055
36989748,0.332757402177417
36989749,0.34729166473517137
36989750,0.33831469190521973
36989751,0.33787751752656975
36989752,0.446469249907006
36989753,0.3349373395089137
36983669,0.2364912756233612
36983670,0.13010550453256572
36983671,0.2666081062065434
36983672,0.11974741690235066
36983673,0.12374325045937294
36983674,0.32228031306720745
36983675,0.11431199826995506
36983676,0.13856315502093286
37011180,0.11624322341848647
37011181,0.14200437606828512
37011182,0.12768521992291676
37011183,0.10142563599165746
37011184,0.11839477365251698
37011185,0.08514372524132251
37011186,0.13534952867444094
37011187,0.14357835553543744
37011188,0.08055393905124698
37011189,0.08711666640246792
36978937,0.11935934833259254
36978938,0.06797489386096134
36978939,0.1409289908463159
36978940,0.4714644816044466
36978941,0.5040375633594426
36978942,0.10065520493318969
36978943,0.4040441110033686
36978944,0.37232264213253197
36978945,0.12018020165931369
36978946,0.11123616662044267
36981719,0.3016007936531175
36981720,0.3804709193672497
36981721,0.15794313131739093
36981722,0.24637227798302486
36981723,0.14823031656905422
36981724,0.33846331335572305
36981725,0.1526341985832087
36981726,0.12902302596413406
36981727,0.2960286947083303
36981728,0.12950633852990734
36975564,1.0322876360967812
36975565,0.8020467647310742
36975566,0.11761245855814448
36975567,0.11141646289918186
36975568,0.09287734671023648
36975569,0.27164912001160163
36975570,0.26661307460439787
36975571,0.22878396622047092
37016184,0.22975984402896113
37016185,0.05728108207069813
37016186,0.2297674750746008
37016187,0.3790121049848942
37018483,1.4758785174646245
37018484,1.4758354817282187
37018485,0.46626869727820336
37018486,0.3032051325599838
37018487,0.30313182326091154
37018488,0.3034463528343558
37006531,0.29453303801620423
37006532,0.2945358852485631
37006533,0.04440253063568429
37011426,0.05047780478350307
37011427,0.03748157741324193
37011428,0.07594185991730068
37011429,0.05029791397817468
37011430,0.038872272823316324
37011431,0.05009264765803958
37011432,0.038244525985632986
36988935,0.11189783562420254
36988936,0.17294380844141397
36988937,0.20039131637295304
36988938,0.3393499257353165
36988939,0.11961273144860295
36988940,0.1157599841322613
36988941,0.12140076511247551
36988942,0.14793624050026602
36988943,0.23373820758908972
36974877,0.06543917367473288
36974878,0.08350448525462331
37009403,0.9807521930634818
37009404,0.14769335863353614
37009405,0.3229114498042607
37009406,0.7604193900784246
37009407,0.9432856623929489
37009408,0.09284722966781661
37009409,0.9315568232933836
37009410,1.2076630343632073
36974459,0.17047512475524065
36974460,0.15233346192643812
36974461,0.2754946429255703
36974462,0.7933512255576989
36974463,0.09615030235554116
36974464,0.11122470784066178
36974465,0.1711674091588263
36974466,0.12097908122802857
36974467,0.07688020624134577
37016176,0.03733527217278967
37016177,0.03080999078196178
37011942,0.07097365214447154
37011943,0.25934261757858484
37011944,0.3096161830547513
37011945,0.2421784709527273
37014802,0.05320617268267144
37014803,0.04671858898974953
36970327,0.1989710864135656
36970328,0.22425693698513618
36970329,0.19887746114253227
36970330,0.22519410780260177
36970331,0.10555986321229813
36970332,0.10485999831144063
37014770,0.06932869894848512
37014771,0.08297222173784803
37014772,0.069798277122747
37014773,0.0980374466738881
37014774,0.09808166765462023
37014775,0.09595276790563896
37014776,0.07595025999994905
36961641,0.36510023933489216
36961642,0.2541931279080491
36961643,0.2557686056635916
36961644,0.181205013533456
36961645,0.3653025772344754
36961646,0.6669382478506936
36961647,0.6675359682294311
36961648,0.12557586510261443
37007501,0.17723358859666855
37007502,0.200573772846651
37007503,0.2219423701461747
37007504,0.2964559823478677
37007505,0.20743464753581856
37007506,0.33780551213625903
37007507,0.3466989793789121
37007508,0.23557967073056632
37007509,0.18181070399994415
37007510,0.20263760221752428
36996187,0.2055064697615275
36996188,0.3551380477386073
36996189,0.11614258067158134
36996190,0.13979883251599703
36996191,0.11716406090682345
36996192,0.24842133099305777
36996193,0.10561693449900378
36996194,0.22706917969304502
36996195,0.22701816208537834
36994603,0.48289111452478267
36994604,0.45232383884249877
36994605,0.1267763516528939
36994606,0.17049596320772353
36994607,0.1491378292031574
36994608,0.4803872395350218
36994609,0.3882707639836803
36994610,0.4831197401181404
36994611,0.13652407979902106
36994612,0.45262486861012485
37012875,0.2321665365361019
37012876,0.145726146613032
37012877,0.16497475946415413
37012878,0.11592481602549808
37012879,0.13952105588437594
37012880,0.30193535781711855
37012881,0.22963075860556278
37012882,0.23226982589065248
37012883,0.24443599821260753
36970028,0.10810129543181772
36970029,0.4334767081611672
36970030,0.8594854258331829
36970031,1.0082136239202681
36970032,0.12537091122054192
36970033,0.14922420879784642
36970034,0.2602722108817721
36970035,0.05999190273929768
36970036,0.7227779549114585
36970037,1.0164989161331888
36995632,0.28257237005145164
36995633,0.08450179148928076
36995634,0.19009341640687313
36995635,0.6397612374936422
36995636,0.3777132616359068
36995637,0.13954595274727882
36995638,0.19201653708701205
36995639,0.18568078220885878
36995640,0.10086120594767069
36970802,0.08281974453621085
36970803,0.4954087083444054
36970804,0.15468383238631245
36970805,0.6719367514009057
36970806,0.07830822220750451
36970807,0.07668907085419154
36970808,0.17377902949347762
36970809,0.15700425111649555
36973609,0.13532859227204688
36973610,0.5178134240146496
36973611,0.12555488148117372
36973612,0.25793877686634537
36973613,0.25721443021662554
36973614,0.8929080293771611
36973615,0.23150547964593735
36973616,0.26520405989435936
36973617,0.7771099784497724
36973618,0.5259979968293559
37016967,0.06317048361295564
37016968,0.06637675787947596
37016969,0.20154970785479506
37017054,0.11866260406342449
37017055,0.2735337633336195
37016490,0.06220202460156249
37016491,0.05463235454565292
37016492,0.06248816504951842
37012780,0.043449862693599836
37012781,0.04808017185511659
37012782,0.04911938802120279
37012783,0.04181483798189186
37012784,0.10920319394562739
37012785,0.14144295340953655
37007170,0.3207262541112275
37007171,0.11244819485216416
37007172,0.6667005542163772
37007173,0.65328516624314
37007174,0.3922709743439184
37007175,0.5500540937908119
37007176,0.10160790487977532
37007177,0.3373527885866418
37016993,0.023754442411600206
37016854,0.023036502843522363
37016855,0.02172911766400649
37016856,0.02169913793429917
37016857,0.022349131774706897
37016858,0.023268251615833315
37016859,0.016434995165821857
36998165,0.25810643210099843
36998166,0.5599715043335343
36998167,0.11020779498003727
36998168,1.1465936650824975
36998169,0.3386060906475988
36998170,0.6616392151241374
36990423,0.2078073426288873
36990424,0.0914840554918559
36990425,0.20102716995956246
36990426,0.11373290525523178
36990427,0.2077075695897899
36990428,0.1206659934250355
36990429,0.20726840378457892
36990430,0.11241881277714949
36990431,0.21428459325391747
36990432,0.11986080548491009
36980769,0.0937963140322271
36980770,0.7091740967362079
36980771,0.18565159050058472
36980772,0.08808550451593845
36980773,0.8198747460990673
36980774,1.0654065533309056
36980775,0.6951958808634389
36980776,0.14855380034041912
37008950,0.047743271666689326
37008951,0.05483753761688461
37008952,0.07817263570659137
37008953,0.09603668549179509
37008954,0.07826897811924131
37008955,0.04853599439879074
37008956,0.09786266497323327
37008957,0.05490781503446298
37008958,0.04840087070995116
36969634,0.12831531092005896
