,rmsd
36975451,0.3327255970810358
36975452,0.2649008416682175
36975453,0.22909806049539297
36975454,0.20618848659421424
36975455,0.28807960486145323
36975456,0.24126567379869482
36991787,0.08970342596069619
36991788,0.5617662506820698
36991789,0.0648907106274464
36991790,0.06372234263338031
36991791,0.30181696153843196
36991792,0.15066666759154151
36991793,0.9127923740284491
36991794,0.15334630956340145
36991795,0.06488236971753712
36991796,0.08998438465106812
36987706,0.09098764081249087
36987707,0.09051413367055942
36987708,0.09104698945501925
36984387,0.2029992165719003
36984388,0.20431404272478065
36984389,0.3139810415439045
36973916,0.15392597923057005
36973917,0.1537474810984562
36973918,0.12181719829918206
36973919,0.12103684523949605
37014846,0.4083832849001512
37014847,0.4403989612000198
37014848,0.8759928192132603
37014849,0.40875900041276664
37014850,0.44782993991412823
37014851,0.876363316969338
37014852,0.4743948615565041
37014853,0.6551325742782339
36991461,0.33942410474946455
36991462,0.2994399065850136
36991463,0.36180821039688693
36991464,0.37950855995239957
36991465,0.4265582265170739
36991466,0.2994619113310918
36991467,0.3055605906454442
36991468,0.3100076671586848
36991469,0.3625413061855064
36991470,0.3630255412603981
36969580,0.054421931588863465
36969581,0.05439776101254598
37016997,0.08022187720334686
37015999,0.16462367657218327
37016000,0.16573213719371135
36972482,0.37152165888874394
36972483,0.22516764091216251
36972484,0.22537198736449654
36972485,0.34725636388357006
36972486,0.2253065337940192
36972487,0.3472691229141398
36972488,0.346906574781944
36972489,0.33576852170622307
36973802,0.10580633877017863
36973803,0.17883051824153456
37016100,0.1961906021901455
37016101,0.14167436741693173
37016102,0.08042896218317448
36974444,0.15569469700965813
36968620,0.20351318695696619
36968621,0.24595607967206193
37014214,0.2648130215520764
37014215,0.2646567181953436
37014216,0.07412550017419815
37014217,0.21666254571093463
37008313,0.2851677870829432
37008314,0.35627956588961857
37008315,0.2851771769584959
37008316,0.2233591120460579
37008317,0.22342704670688515
37008318,0.2852290710115309
37008319,0.2851923694790197
37010696,0.05843087203891636
37010697,0.05852033257693625
37010698,0.05217861470878849
37010699,0.05245044723236094
36982533,0.1382154917622627
36982534,0.4571851592670925
36982535,0.283900753008908
36982536,0.28261831571960316
36982537,0.23771206680004014
36982538,0.13822870418008795
36982539,0.13769217025566088
36982540,0.23888985591007253
36982541,0.1381856196246917
36982542,0.4571933855724099
36984973,0.25592031514456015
36984974,0.25620092693636615
36984975,0.3169865531620568
37008083,0.2348782087351349
37008084,0.4006522362630608
