,Bond,Angle,Dihedral,Improper
127904783,0.01776282215766687,4.721625025644922,16.54833950464811,1.4181115347252178
127904745,0.025397798530728096,2.0764931022849065,3.7938963455076142,0.8716694536402578
127904754,0.03266818911973621,2.426187593260426,4.790086828842843,0.6449160794342684
127904780,0.01292046454148998,4.050130237404841,11.472901997611244,0.06694642177487253
127904779,0.016045739575649094,3.255709637888119,6.040910701331748,0.1514818786118326
127904771,0.011645103559376029,1.6711773397506842,0.9690997842431432,0.5531547651970973
127904770,0.013096460090221978,1.755303360793246,0.7046416333620225,0.46050097102085974
127904758,0.018714920770272862,1.9363523674694725,7.274630219813636,8.422953288778979
127904749,0.009862073669554619,1.039667777732516,5.1364466773255835,0.06334292838357669
127904752,0.022879509773847968,1.4280505348559405,1.9390852790011794,4.476098730606641e-05
127904776,0.017896167877706336,3.608844770862325,13.500857687155221,1.0575237443958567
127904775,0.015400844496366573,3.162340141642136,17.643258848192303,0.9048732029904258
127904791,0.021023850517672527,3.1943876119836054,5.463604833148938,4.6768383554585
127904790,0.036224030786432604,5.192858099949126,14.496088654311967,13.156074535393502
127904784,0.02185694779818761,2.1913968340233327,3.4539888685300983,0.1006365944169344
127904759,0.017527608857074113,1.8752687145890274,0.0003040919154243076,0.00014361461194315077
127904751,0.01131682235142662,2.0109320785788936,1.5782800079794843,0.3794013334212546
127904760,0.018594318239267518,1.4847273438255033,1.0702420862217636,0.0022356795434438493
127904777,0.011399036716276135,1.5137761254140203,4.46278456377826,0.5729724274349026
127904763,0.02696462059747956,0.9447089670164021,0.8865044407365494,0.009442879195166095
127904772,0.014595779032272204,1.3259223154939088,7.474041422717812,0.4815252200918042
127904774,0.013673151018872677,0.952327532842087,3.639755788106102,0.5837798109905125
127904742,0.02143978241607834,2.272257265713474,4.075110695250387,
127904785,0.04017607770810684,7.548955438044675,12.134299734751856,
127904786,0.018237133393429777,2.019407609443401,11.990054101178982,
127904747,0.026943908945008425,3.968521563798288,29.536508931462233,0.43454761859101154
127904753,0.03493266503492842,3.106384499596218,3.79552394833349,
127904787,0.02284784033633037,3.8799891415809045,11.496824450735973,7.973368745279271
127904778,0.006879555664509918,2.6906855368630738,3.695897969499778,0.6978791629112209
127904792,0.04470977694672636,2.881203292567202,16.687615174082556,
127904757,0.019622306856658916,3.139747728267625,4.951905323315079,1.799864048105565
127904748,0.02258848595190088,3.1322576559013653,2.3203871213127814,0.09546536661326854
127904746,0.0146622886848298,0.963776215358675,1.8947780671453736,0.43974536210813936
127904782,0.01469039863265245,1.8427303515042661,3.915777162864415,
127904755,0.013258733226746202,2.060435478587194,3.8674614701872345,2.259192619361103
127904756,0.014338392226574148,1.7161446664850941,2.7424633619105125,1.2188786304043597
127904750,0.010345553583797363,1.5598165856935498,0.12261929798691026,0.000434678484482542
127904781,0.014562961304375718,2.807003284510035,8.942384147983535,
127904773,0.01837736659690938,0.8576725538728032,1.0664705779477233,0.7387346439392857
