"","pid","v1","v2","v3","p12","p13","p23","d12","d13","d23"
"51","b25-k",600.4776530155,565.6957494359,593.8650982211,5.7923726894633,1.1012158006535,-4.97959350291917,34.7819035796,6.61255479440001,-28.1693487852
"52","b25-length",1.501586407595,1.517002023266,1.512957115763,-1.02662195082667,-0.757246343632777,0.266638240487749,-0.0154156156709999,-0.0113707081679999,0.00404490750300002
"53","b26-k",1338.556990597,1338.271520636,1338.894379964,0.0213266945677576,-0.0252054540352098,-0.0465420744890392,0.28546996099999,-0.337389367000014,-0.622859328000004
"54","b26-length",1.317791710223,1.31329674381,1.303476366569,0.341098398034329,1.08631307534766,0.747765292747951,0.00449496641299985,0.014315343654,0.00982037724100016
"55","b27-k",2687.724097656,2646.062826517,2658.055782492,1.55005758125745,1.10384526409813,-0.453237763473159,41.6612711390003,29.668315164,-11.9929559750003
"56","b27-length",1.157453837528,1.17402612186,1.149339813568,-1.43178792921833,0.701023548146788,2.10270519815094,-0.0165722843320002,0.00811402395999994,0.0246863082920001
"57","b28-k",2349.404717881,2316.819206871,2343.078772061,1.38696882499623,0.269257389833863,-1.13343178061206,32.5855110100001,6.32594582000002,-26.2595651900001
"58","b28-length",1.225366047596,1.212773217988,1.222829881716,1.02767900520056,0.206972103150374,-0.829228711422573,0.012592829608,0.00253616588000005,-0.010056663728
"59","b29-k",922.9703949352,922.9937206499,922.9385043375,-0.00252724408365881,0.00345521350142954,0.00598230639760385,-0.0233257146999222,0.0318905976999986,0.0552163123999208
"60","b29-length",1.322622550558,1.319693397532,1.318072009701,0.221465528828635,0.344054383095185,0.122860948916793,0.00292915302600005,0.00455054085700013,0.00162138783100008
"61","b30-k",935.7833626951,933.253516014,935.4786746251,0.270345336533228,0.0325596801723939,-0.238430241399342,2.52984668110003,0.304688069999997,-2.22515861110003
"62","b30-length",1.338472802194,1.337785523322,1.344385064928,0.0513479893557393,-0.441717061736985,-0.493318360151785,0.000687278872000041,-0.00591226273400003,-0.00659954160600007
"63","b31-k",1902.697248199,1902.69288736,1902.762006966,0.000229192479467165,-0.0034035244998307,-0.00363272530523107,0.00436083899990081,-0.0647587670000576,-0.0691196059999584
"64","b31-length",1.218519372373,1.216750586665,1.215133861738,0.145158603802529,0.277838064109454,0.132872335934607,0.00176878570799999,0.00338551063499981,0.00161672492699982
"65","b32-k",542.8835638291,563.6131464383,564.0967406555,-3.81842147936636,-3.90750028915553,-0.0858025083793771,-20.7295826092,-21.2131768263999,-0.483594217199993
"66","b32-length",1.667214675226,1.662425741554,1.641650065313,0.287241573815369,1.53337241405547,1.24972055723701,0.00478893367199995,0.025564609913,0.0207756762410001
"67","b33-k",864.7801541974,864.820684744,864.7679894624,-0.0046868035076116,0.00140668526456093,0.00609320319571142,-0.0405305466000527,0.0121647349999421,0.0526952815999948
"68","b33-length",1.58859904289,1.588647407045,1.588842709938,-0.00304445323799236,-0.0153384863909183,-0.0122936588782301,-0.0000483641549999803,-0.00024366704799994,-0.00019530289299996
"69","b34-k",578.3171956538,610.8850153295,601.5555978319,-5.6314804263915,-4.01827964873644,1.52719697872568,-32.5678196757,-23.2384021780999,9.32941749760005
"70","b34-length",1.419653358459,1.420055275941,1.406710827205,-0.0283109591228717,0.911668413763268,0.93971333102912,-0.000401917481999803,0.0129425312540001,0.0133444487359999
"71","b35-k",620.3703294578,658.5529205731,599.1246126527,-6.15480613791947,3.42468293473492,9.02407476512033,-38.1825911152999,21.2457168051001,59.4283079204
"72","b35-length",1.379823478248,1.361390651264,1.36590477579,1.3358829788434,1.00873065848052,-0.331581866072673,0.018432826984,0.0139187024579999,-0.00451412452600009
"73","b36-k",472.7986168038,469.436311196,493.1562402839,0.71114962867906,-4.3057705239751,-5.05285350156826,3.36230560779995,-20.3576234801,-23.7199290879
"74","b36-length",1.320508819182,1.310752796438,1.313617720874,0.738807844543103,0.521851744410817,-0.218570919229443,0.00975602274400011,0.00689109830799994,-0.00286492443600017
"75","b37-k",661.890337193,666.4113373476,668.8326163571,-0.683043685721867,-1.04885640022204,-0.363331005012164,-4.52100015459996,-6.9422791641,-2.42127900950004
"76","b37-length",1.358867129801,1.35857299125,1.369753572248,0.0216458654823079,-0.80114105406276,-0.822965057454371,0.000294138551000023,-0.0108864424470001,-0.0111805809980001
"77","b38-k",1089.095154418,1081.053187169,1054.545767335,0.738408137835993,3.17230197406055,2.4519996008167,8.04196724899998,34.5493870830001,26.5074198340001
"78","b38-length",1.308551882841,1.335884009158,1.318331496439,-2.08873080810973,-0.747361547237042,1.31392490655406,-0.0273321263169999,-0.00977961359799995,0.0175525127189999
"79","b39-k",2440.219143191,2440.22043638,2440.218999138,-0.0000529947895740608,0.00000590328128469067,0.0000588980396458593,-0.00129318900008002,0.000144052999985433,0.00143724200006545
"80","b39-length",1.145334803355,1.137700043799,1.142752249496,0.666596311719133,0.225484622612956,-0.444071855717775,0.00763475955600001,0.00258255385899986,-0.00505220569700016
"81","b40-k",3236.625411136,3236.625185771,3236.627009469,0.00000696296207866068,-0.0000493826994760624,-0.0000563456654780504,0.000225365000005695,-0.00159833299994716,-0.00182369799995286
"82","b40-length",1.117035355131,1.121674570665,1.12353515748,-0.415315013324352,-0.581879733630982,-0.165875813151139,-0.00463921553400004,-0.00649980234900016,-0.00186058681500012
"83","b41-k",436.4925993782,438.6376191949,488.0359580449,-0.491421806407643,-11.8085297987012,-11.2617652222052,-2.14501981670003,-51.5433586667,-49.39833885
"84","b41-length",1.352286461624,1.360714192833,1.327661661256,-0.62322085210251,1.82097514593376,2.42905760453522,-0.00842773120899998,0.0246248003680001,0.0330525315770001
"85","b42-k",1181.979770202,1188.390375927,1187.08732952,-0.542361712663178,-0.432119013096728,0.109648010737513,-6.41060572499987,-5.10755931799986,1.30304640700001
"86","b42-length",1.272967337826,1.268507759699,1.268524237563,0.350329344240379,0.349034899087679,-0.00129899591657617,0.00445957812700004,0.0044431002630001,-0.0000164778639999419
"87","b43-k",425.3980361958,430.8776608396,434.5347282892,-1.28811705216192,-2.14779837140448,-0.848748445782476,-5.47962464380004,-9.13669209340003,-3.65706744959999
"88","b43-length",1.417654481737,1.389543030093,1.378084858726,1.98295508575235,2.79120360572746,0.824599966956996,0.028111451644,0.0395696230110001,0.0114581713670001
"89","b44-k",474.0210361996,474.0422957437,474.0437392933,-0.00448493684381766,-0.00478946965771965,-0.000304519156410149,-0.0212595440999621,-0.0227030936999881,-0.00144354960002602
"90","b44-length",1.807204863403,1.804002838499,1.803954916643,0.177181069442822,0.179832780766222,0.00265641799320899,0.00320202490400012,0.00324994676000001,0.0000479218559998884
"91","b45-k",589.5574217095,589.6377162877,589.5884787933,-0.0136194669498278,-0.00526786410559033,0.00835046555534103,-0.0802945781999824,-0.0310570838000785,0.0492374943999039
"92","b45-length",1.343434299302,1.342285373892,1.346513498864,0.0855215182906267,-0.229203583948966,-0.314994490310238,0.00114892541000011,-0.00307919956199987,-0.00422812497199998
"93","b46-k",273.3607326238,272.9278539118,272.7230564141,0.158354386837161,0.233272790711168,0.0750372286172832,0.43287871199999,0.637676209700032,0.204797497700042
"94","b46-length",2.101256208464,2.101527739456,2.102874357333,-0.0129223171789376,-0.0770086419010639,-0.0640780443539928,-0.000271530991999835,-0.00161814886899991,-0.00134661787700008
"95","b47-k",750,750,750,0,0,0,0,0,0
"96","b47-length",1.6,1.6,1.6,0,0,0,0,0,0
"97","b48-k",176.8242039027,176.7963500029,176.7912505071,0.0157523117227323,0.0186362471158849,0.00288438975121754,0.0278538997999931,0.0329533956000034,0.00509949580001035
"98","b48-length",2.186801428667,2.186930059631,2.186903633321,-0.00588215108667877,-0.00467370528755855,0.00120837472069346,-0.000128630963999843,-0.000102204654000015,0.0000264263099998274
"99","b49-k",162.4657673725,162.4568124154,162.4613023342,0.00551190398126776,0.00274829483909688,-0.00276376147804982,0.00895495710000205,0.00446503829999756,-0.00448991880000449
"100","b49-length",2.329554946939,2.329937378296,2.329885140801,-0.0164164986751015,-0.0141741177830573,0.00224201283203729,-0.000382431357000002,-0.000330193862000172,0.0000522374949998294
"101","b50-k",150,150,150,0,0,0,0,0,0
"102","b50-length",2.6,2.6,2.6,0,0,0,0,0,0
"103","b51-k",280.9754267567,302.3103534352,324.2204701859,-7.59316461399101,-15.3910411057571,-7.24755751886494,-21.3349266785,-43.2450434292,-21.9101167507
"104","b51-length",1.802285070249,1.806159931067,1.824689003075,-0.214997110166628,-1.24308485909527,-1.02588213199115,-0.00387486081799993,-0.022403932826,-0.018529072008
"105","b52-k",365.1121821496,370.4750647512,384.2703258801,-1.46883146161435,-5.24719378512826,-3.72366791761396,-5.36288260160001,-19.1581437305,-13.7952611289
"106","b52-length",1.762285642167,1.751087103752,1.758374354575,0.635455351110371,0.22194401965339,-0.416155815857806,0.011198538415,0.00391128759199999,-0.00728725082299997
"107","b53-k",194.9936941661,230.5675645156,241.8149913637,-18.2436003900708,-24.011698120718,-4.87814791804291,-35.5738703495,-46.8212971976,-11.2474268481
"108","b53-length",1.666974333764,1.623747739553,1.617143023664,2.59311696259864,2.98932677550479,0.406757510918421,0.0432265942109999,0.0498313100999999,0.00660471588899991
"109","b54-k",389.1107850666,405.3271043278,393.4149594642,-4.16753271396074,-1.1061565401903,2.93889669267374,-16.2163192612,-4.30417439760004,11.9121448636
"110","b54-length",1.668797245615,1.652732731159,1.666543045693,0.962640278692433,0.13507931703047,-0.835604830329413,0.0160645144559999,0.00225419992200004,-0.0138103145339998
"111","b55-k",991.9416637116,991.0172610814,990.7548629374,0.0931912292847062,0.119644210704812,0.0264776562734727,0.924402630200007,1.18680077419992,0.262398143999917
"112","b55-length",1.518365940501,1.513997346546,1.514822638117,0.287716803866039,0.233362873170796,-0.0545107673327756,0.004368593955,0.00354330238399991,-0.000825291571000086
"113","b56-k",332.7967625232,358.3240913591,342.089406357,-7.67054602405287,-2.79228793073134,4.53072662251732,-25.5273288359,-9.29264383379996,16.2346850021
"114","b56-length",1.83163935697,1.841765640213,1.827188169779,-0.552853551899621,0.243016572780103,0.791494320217319,-0.010126283243,0.00445118719100002,0.014577470434
"115","b57-k",335.2844938401,317.8052863063,342.3311204523,5.21324661740427,-2.10168580464105,-7.71725178994099,17.4792075338,-7.04662661219999,-24.525834146
"116","b57-length",1.796264554872,1.782155171915,1.771688917744,0.785484683685999,1.36815242840168,0.587280745018037,0.014109382957,0.0245756371279999,0.0104662541709999
"117","b57a-k",334.608811796,236.329098419,271.6770430357,29.3715257675037,18.8075646969714,-14.9570852058302,98.279713377,62.9317687603,-35.3479446167
"118","b57a-length",1.739290000881,1.789235731106,1.752713658513,-2.87161601571338,-0.771789501762253,2.04121077832624,-0.0499457302250002,-0.0134236576320002,0.036522072593
"119","b58-k",290.4876917748,256.0731498294,344.3983621376,11.8471601103429,-18.5586762844996,-34.4921802098516,34.4145419454,-53.9106703628,-88.3252123082
"120","b58-length",1.84420913088,1.835661378092,1.858543546566,0.463491512154117,-0.777266278860695,-1.24653537668173,0.00854775278800002,-0.0143344156860001,-0.0228821684740002
"121","b59-k",1140.451821084,1201.684929837,1235.760360626,-5.36919733222908,-8.35708600573843,-2.83563769029058,-61.2331087530001,-95.3085395420001,-34.0754307889999
"122","b59-length",1.48043501819,1.463741464142,1.470427367261,1.12761140089821,0.675993934623041,-0.456768034710225,0.016693554048,0.0100076509289999,-0.00668590311900008
"123","b60-k",499.5822710564,499.6153964021,499.6131666169,-0.00663060873436411,-0.00618427880450944,0.000446300337425518,-0.0331253457000003,-0.0308955605000278,0.00222978519997241
"124","b60-length",1.411705067936,1.415117741715,1.41492734757,-0.241741271354197,-0.228254449685527,0.0134542970798574,-0.00341267377900012,-0.00322227963400001,0.000190394145000106
"125","b61-k",356.0195037055,365.5483432663,365.2949958019,-2.67649369251475,-2.60533257303586,0.0693061448825787,-9.52883956080001,-9.2754920964,0.253347464400008
"126","b61-length",1.846557405399,1.844036800864,1.837746364528,0.136502906848719,0.477160409161282,0.341123145321861,0.00252060453499992,0.00881104087099982,0.0062904363359999
"127","b62-k",543.203231730445,543.203231730445,543.203231730445,0,0,0,0,0,0
"128","b62-length",1.66159561255883,1.66159561255883,1.66159561255883,0,0,0,0,0,0
"129","b63-k",733.874030833,733.9567266227,733.9317104805,-0.0112683902448649,-0.00785961146962925,0.00340839470401936,-0.0826957896999829,-0.057679647499981,0.0250161422000019
"130","b63-length",1.601317589549,1.60346847599,1.602409122177,-0.134319791091898,-0.0681646561009503,0.0660663947475408,-0.00215088644100003,-0.0010915326280001,0.00105935381299993
"131","b64-k",503.9075412178,499.4589176106,498.2554530134,0.882825368409635,1.12165183929189,0.240953671016101,4.44862360719998,5.6520882044,1.20346459720002
"132","b64-length",1.65315684971,1.655165676704,1.658687290744,-0.121514603671899,-0.334538191882409,-0.212765047606159,-0.00200882699399996,-0.00553044103400002,-0.00352161404000007
"133","b65-k",1310.25019775,1309.946725119,1310.322775464,0.0231614260788769,-0.00553922557115391,-0.0287073006702548,0.303472631000204,-0.0725777139998627,-0.376050345000067
"134","b65-length",1.50900232257,1.520512652751,1.523767182382,-0.762777499334569,-0.978451761880249,-0.214041601371205,-0.011510330181,-0.014764859812,-0.00325452963100004
"135","b66-k",261.9537532314,262.8301519786,262.2750611188,-0.334562393700767,-0.122658249189568,0.211197556909365,-0.876398747199971,-0.321307887399996,0.555090859799975
"136","b66-length",2.109917427425,2.103948100685,2.100016289317,0.282917552242099,0.469266615807042,0.186877773587662,0.00596932674000028,0.00990113810800031,0.00393181136800003
"137","b67-k",447.2504231689,446.4186618998,446.374935246,0.185972159222733,0.195748931146203,0.00979498787391499,0.831761269100014,0.875487922899993,0.043726653799979
"138","b67-length",1.954856408044,1.942928796762,1.941487940392,0.610152808816006,0.683859315548212,0.0741589898920217,0.0119276112820002,0.0133684676520001,0.00144085636999991
"139","b68-k",710.1945186755,732.8596261931,707.1412096957,-3.19139431825945,0.429925731543858,3.50932369286004,-22.6651075175999,3.05330897980002,25.7184164974
"140","b68-length",1.351036117403,1.353713136039,1.361188837019,-0.198145601106946,-0.751476550864969,-0.552236716995599,-0.00267701863600012,-0.0101527196160001,-0.00747570097999994
"141","b69-k",535.7033772882,611.3025880378,503.0596541159,-14.1121400302333,6.09361907284341,17.7069320562416,-75.5992107495999,32.6437231723,108.2429339219
"142","b69-length",1.370653919259,1.367637164675,1.362515768769,0.220096009766694,0.593742182154896,0.374470366723119,0.00301675458399986,0.00813815049,0.00512139590600014
"143","b70-k",368.4266150848,374.2190268124,361.222962923,-1.57220230310092,1.95524749484831,3.4728495769177,-5.79241172759998,7.20365216179999,12.9960638894
"144","b70-length",1.722215272811,1.736978650684,1.738019638707,-0.857231851678047,-0.917676561432647,-0.0599309624554155,-0.0147633778729999,-0.0158043658959999,-0.00104098802300001
"145","b71-k",243.9998472975,244.3772733039,244.0203813392,-0.154682886313381,-0.008415596127383,0.146041389150048,-0.377426006400015,-0.0205340416999888,0.356891964700026
"146","b71-length",1.785584712269,1.780457715173,1.782181800417,0.287132672046957,0.190576892186529,-0.0968338213992572,0.00512699709599995,0.00340291185200003,-0.00172408524399992
"147","b72-k",307.3240888512,355.4444227215,312.6466286496,-15.6578464285626,-1.73189801629156,12.0406430192979,-48.1203338703,-5.32253979840004,42.7977940719
"148","b72-length",1.918619202782,1.912073969618,1.905670323968,0.341142898732032,0.674906140584025,0.334905749032262,0.00654523316399991,0.012948878814,0.00640364565000007
"149","b73-k",208.6532205069,211.506893081,211.1893301466,-1.36766284611726,-1.21546632903092,0.150143066154519,-2.85367257409999,-2.53610963970002,0.317562934399973
"150","b73-length",1.956125723081,1.950654253641,1.958394455253,0.27970949798575,-0.11598089760951,-0.396800283676738,0.00547146943999999,-0.00226873217199985,-0.00774020161199984
"151","b74-k",72.93341107584,127.6457826759,100.8229945186,-75.0168829251208,-38.2397902845363,21.0134542599066,-54.71237160006,-27.88958344276,26.8227881573
"152","b74-length",2.198076696503,2.198279369082,2.118871732837,-0.00922045073869816,3.60337579630457,3.61226318009619,-0.000202672578999863,0.0792049636660002,0.079407636245
"153","b75-k",296,296,296,0,0,0,0,0,0
"154","b75-length",2.166,2.166,2.166,0,0,0,0,0,0
"155","b76-k",454.200954174,454.1538103677,454.151937899,0.0103795040205854,0.0107917595834041,0.000412298357343206,0.0471438063000278,0.0490162749999854,0.00187246869995761
"156","b76-length",1.451207387384,1.448384749699,1.448875108164,0.19450270922945,0.160713020087657,-0.0338555390825325,0.0028226376849998,0.00233227922000001,-0.000490358464999785
"157","b77-k",294.4949955218,294.4314224375,294.5134383854,0.021587152673804,-0.00626253888196734,-0.0278557048092969,0.0635730843000033,-0.0184428636000007,-0.082015947900004
"158","b77-length",1.790010591282,1.789179915885,1.792118781553,0.0464061721782922,-0.117775295926612,-0.164257693813111,0.000830675396999991,-0.00210819027100007,-0.00293886566800006
"159","b78-k",322.5593272257,322.6014885995,322.6035050825,-0.0130708896755952,-0.0136960407190877,-0.000625069341368536,-0.0421613738000133,-0.0441778568000473,-0.00201648300003399
"160","b78-length",1.874625497662,1.873932881616,1.874165292442,0.0369469020273087,0.0245491817205073,-0.0124023025733823,0.000692616046000127,0.00046020522000001,-0.000232410826000118
"161","b79-k",160,160,160,0,0,0,0,0,0
"162","b79-length",2.1,2.1,2.1,0,0,0,0,0,0
"163","b80-k",880,880,880,0,0,0,0,0,0
"164","b80-length",1.64,1.64,1.64,0,0,0,0,0,0
"165","b81-k",283.910296871,283.9490589451,283.9479665671,-0.0136529300018928,-0.0132681683317483,0.000384709146074047,-0.0387620740999637,-0.0376696961000107,0.00109237799995299
"166","b81-length",2.058765007678,2.058419028723,2.058365127908,0.0168051697842975,0.0194232837895001,0.00261855405765795,0.000345978954999993,0.000399879770000222,0.0000539008150002296
"167","b82-k",232.7738856239,232.77388764,232.773879176,-0.000000866119499129422,0.00000277002721341346,0.00000363614668104951,-0.00000201610001226982,0.00000644789997750195,0.00000846399998977176
"168","b82-length",2.272769579468,2.272769667522,2.272769684194,-0.00000387430388398575,-0.00000460785821924876,-0.000000733554306842883,-0.0000000880540000913754,-0.000000104725999872102,-0.0000000166719997807263
"169","b83-k",140,140,140,0,0,0,0,0,0
"170","b83-length",2.6,2.6,2.6,0,0,0,0,0,0
"171","b84-k",719.6424928981,714.4847599338,715.102048691,0.716707672934815,0.630930531744311,-0.0863963504634117,5.15773296430007,4.54044420709999,-0.617288757200072
"172","b84-length",1.090139506109,1.090048924366,1.093137673212,0.00830918818117402,-0.275026002286735,-0.283358735278451,0.0000905817429999178,-0.00299816710299994,-0.00308874884599986
"173","b85-k",775.3853383846,781.4126263142,775.0719183523,-0.777328075632298,0.0404211966340423,0.81144170805226,-6.02728792959999,0.313420032299973,6.34070796189997
"174","b85-length",1.081823673944,1.085839461372,1.087411199644,-0.371205356725064,-0.516491350168883,-0.144748678595086,-0.00401578742800002,-0.00558752569999998,-0.00157173827199997
"175","b86-k",932.1739669865,932.0865980409,930.9180956938,0.00937260089792709,0.134724990954206,0.125364139936784,0.0873689456000193,1.25587129270002,1.1685023471
"176","b86-length",1.084500073436,1.068595018036,1.07014949352,1.46657946731237,1.32324379384626,-0.145469093320032,0.0159050554,0.014350579916,-0.00155447548400001
"177","b87-k",964.6719203843,957.9459724974,970.6156802622,0.697226460600262,-0.616143141756646,-1.32259105717305,6.72594788690003,-5.94375987789999,-12.6697077648
"178","b87-length",1.022553377106,1.025234134562,1.015739854736,-0.26216308273187,0.666324372159772,0.926059668317246,-0.00268075745599994,0.0068135223700001,0.00949427982600004
"179","b88-k",1069.809209734,1057.933888025,1074.590502073,1.1100410803112,-0.446929442698365,-1.57444753746335,11.875321709,-4.78129233899995,-16.6566140479999
"180","b88-length",0.981124525388,0.9763682949161,0.9735712492854,0.484773374717044,0.769859065505776,0.286474442611883,0.00475623047189999,0.00755327610260004,0.00279704563070005
