"","pid","v1","v2","v3","p12","p13","p23","d12","d13","d23"
"181","a1-k",121.1883270155,128.2223469241,117.7773710075,-5.8042058025113,2.81459121682878,8.1459871599315,-7.03401990860002,3.410956008,10.4449759166
"182","a1-angle",110.0631999136,109.90221798,110.0820135258,0.146263177634641,-0.0170934628602117,-0.163595921087516,0.160981933599999,-0.0188136121999918,-0.17979554579999
"183","a2-k",75.08254435747,75.98039659845,86.41055613974,-1.1958202118262,-15.0874106348035,-13.7274349809103,-0.897852240980001,-11.32801178227,-10.43015954129
"184","a2-angle",108.5839257083,108.3161373094,108.4098907224,0.246618822402298,0.160276933040288,-0.0865553511497417,0.267788398899995,0.174034985900008,-0.0937534129999875
"185","a3-k",122.716552253,136.0644400321,132.0475296411,-10.8770068373345,-7.60368280952245,2.95221175352822,-13.3478877791,-9.3309773881,4.01691039100001
"186","a3-angle",60.85328214995,62.79113536364,61.61240062453,-3.18446786307252,-1.24745691236413,1.87723112869937,-1.93785321369,-0.759118474579999,1.17873473911001
"187","a4-k",64.11672720227,59.85222346752,55.75563232642,6.65115629077059,13.0404267976329,6.84450953325585,4.26450373475,8.36109487585,4.0965911411
"188","a4-angle",116.9378850233,114.3043069174,115.7596335316,2.25211710077983,1.00758748241875,-1.27320365561699,2.6335781059,1.1782514917,-1.4553266142
"189","a5-k",104.4915917827,104.9403238854,102.8839805565,-0.429443264328087,1.53850773901805,1.95953590837553,-0.448732102700006,1.60761122619999,2.0563433289
"190","a5-angle",117.2642149656,116.0838568173,116.7284579243,1.00658001134128,0.45688025239172,-0.555289188930476,1.1803581483,0.535757041300002,-0.644601107
"191","a6-k",35.92183082353,57.4960927993,54.83319953046,-60.0589153758782,-52.6458932447909,4.63143344041705,-21.57426197577,-18.91136870693,2.66289326884
"192","a6-angle",113.9737197428,114.3011043721,116.4046460453,-0.287245717731066,-2.13288318393554,-1.84035113637402,-0.327384629299999,-2.4309263025,-2.1035416732
"193","a7-k",123.3865012309,136.1699478655,134.5969136625,-10.3604904159472,-9.08560686928088,1.15519924010969,-12.7834466346,-11.2104124316,1.57303420300002
"194","a7-angle",95.54319985822,95.96089089177,96.36740791666,-0.437175051882108,-0.862654861531815,-0.42362781453174,-0.41769103355,-0.824208058439993,-0.406517024889993
"195","a8-k",116.3733322438,92.91385164362,105.3772692295,20.1588114285778,9.44895432852558,-13.4139499820593,23.45948060018,10.9960630143,-12.46341758588
"196","a8-angle",119.6176402745,118.127679347,120.286850642,1.24560300979089,-0.559457924403364,-1.82782842000768,1.48996092750001,-0.6692103675,-2.15917129500001
"197","a9-k",155.3758694614,121.2524877706,136.7858108139,21.9618283129075,11.9645725632565,-12.8107252303869,34.1233816908,18.5900586475,-15.5333230433
"198","a9-angle",113.5521836954,112.842542734,113.04654396,0.624946996443139,0.445292832726468,-0.180783967692818,0.709640961399998,0.50563973540001,-0.204001225999988
"199","a10-k",147.0414413301,138.9042508663,137.219339821,5.5339436217389,6.67981857376515,1.21300178705242,8.13719046380001,9.82210150910001,1.6849110453
"200","a10-angle",119.8314000445,120.4644847127,120.081593052,-0.528312836172238,-0.208787519303865,0.317846095148432,-0.633084668199999,-0.250193007500002,0.382891660699997
"201","a11-k",61.76277021281,79.39748872605,62.65433088223,-28.5523438350931,-1.44352441826692,21.0877675257336,-17.63471851324,-0.891560669420002,16.74315784382
"202","a11-angle",119.6660147945,119.9651233323,119.8897253374,-0.249952785938136,-0.186945761738759,0.0628499290507549,-0.299108537799995,-0.223710542899994,0.0753979949000012
"203","a12-k",48.36265688271,54.36130300929,51.40389530435,-12.4034668755441,-6.28840228735917,5.44028112136053,-5.99864612658,-3.04123842164,2.95740770494
"204","a12-angle",115.9051715467,113.9154102913,113.7934766129,1.7167148185431,1.8219160591546,0.107038791405138,1.9897612554,2.11169493380001,0.121933678400012
"205","a13-k",94.63724536934,48.11926052885,44.61013062863,49.1539928692394,52.8619726255446,7.29256821832515,46.51798484049,50.02711474071,3.50912990022
"206","a13-angle",123.3883854468,123.2072174673,122.999887912,0.146827417219196,0.314857458741528,0.16827711846915,0.181167979500003,0.388497534799995,0.207329555299992
"207","a14-k",83.72517627035,79.70861298212,75.5302957448,4.79731840188721,9.7878331113793,5.24198964327389,4.01656328823,8.19488052555,4.17831723732
"208","a14-angle",124.7638724138,124.544096532,125.2961722769,0.17615346297611,-0.426645833286204,-0.603863021887,0.219775881800004,-0.532299863099993,-0.752075744899997
"209","a15-k",157.683696058,131.9809372718,158.2768529539,16.3002006096723,-0.376168818164826,-19.9240255643484,25.7027587862,-0.593156895899995,-26.2959156821
"210","a15-angle",123.884602033,124.3779107805,125.0304366583,-0.398200211652295,-0.924920939726462,-0.524631643758327,-0.493308747500009,-1.14583462530001,-0.652525877800002
"211","a16-k",90.9419905012,123.5136970682,118.1699670034,-35.8159156045416,-29.9399390228222,4.32642710212891,-32.571706567,-27.2279765022,5.3437300648
"212","a16-angle",178.032164884663,178.032164884663,178.032164884663,0,0,0,0,0,0
"213","a17-k",92.84676041839,95.5569486475,96.65315538358,-2.91899062164067,-4.09965296369788,-1.14717637136343,-2.71018822910999,-3.80639496518999,-1.09620673608001
"214","a17-angle",176.023454546747,176.023454546747,176.023454546747,0,0,0,0,0,0
"215","a18-k",229.7366557677,238.3894522627,158.7884624202,-3.76639786371285,30.8824001596157,33.3911543010642,-8.65279649499999,70.9481933475,79.6009898425
"216","a18-angle",113.0535542176,114.1113215938,113.267468144,-0.935633898040981,-0.189214684916743,0.739500198590148,-1.0577673762,-0.213913926400011,0.843853449799994
"217","a18a-k",265.3585554223,235.4446551157,200.240654475,11.2730114388037,24.5395897802011,14.9521341324994,29.9139003066,65.1179009473,35.2040006407
"218","a18a-angle",105.8401571906,105.4020584452,105.511155717,0.413924881660046,0.310847491474834,-0.103505826555292,0.438098745399998,0.329001473600002,-0.109097271799996
"219","a19-k",93.85648326614,123.0162586899,94.76430878703,-31.0684722131282,-0.967248600521037,22.9660292092671,-29.15977542376,-0.90782552089,28.25194990287
"220","a19-angle",109.8280614024,110.3554626301,109.634999673,-0.480206261465056,0.175785429456539,0.652856632493969,-0.527401227700011,0.1930617294,0.720462957100011
"221","a20-k",151.142556131,151.1986317676,131.9938932477,-0.0371011567062628,12.6692728861243,12.7016615794637,-0.0560756366000135,19.1486628833,19.2047385199
"222","a20-angle",119.1748379248,119.1364108913,119.7557320761,0.0322442506901057,-0.48743020038051,-0.51984207025094,0.0384270334999997,-0.580894151300001,-0.6193211848
"223","a21-k",71.15425408676,78.45441992466,77.65654604239,-10.2596337093194,-9.13830387105402,1.01699035317092,-7.3001658379,-6.50229195563,0.797873882269997
"224","a21-angle",117.5760620116,117.8335766081,117.713787239,-0.219019579406049,-0.117137132375134,0.101659792181654,-0.257514596500002,-0.137725227399997,0.119789369100005
"225","a22-k",272.4286544662,273.4580862007,246.9935668881,-0.377872047460312,9.33642154050859,9.67772417348698,-1.02943173450001,25.4350875781,26.4645193126
"226","a22-angle",118.7711698022,118.5730894527,117.9636721775,0.166774773566585,0.679876796738469,0.513959177426261,0.198080349500003,0.807497624700005,0.609417275200002
"227","a22a-k",284.6150923095,247.5724053606,255.5387636543,13.015011483867,10.2160178574021,-3.21778926940451,37.0426869489,29.0763286552,-7.96635829370001
"228","a22a-angle",107.4649958639,107.8562538254,108.4818764539,-0.364079445920712,-0.946243548259972,-0.580052251316616,-0.391257961500003,-1.01688059,-0.625622628499997
"229","a23-k",150.340273506,150.5641567823,150.8310406712,-0.148917699215883,-0.326437589712388,-0.177255925051195,-0.2238832763,-0.490767165199998,-0.266883888899997
"230","a23-angle",145.0942288799,145.6808028495,145.5333698867,-0.404271054836743,-0.302659182374171,0.101202739081763,-0.586573969600011,-0.439141006800014,0.147432962799996
"231","a24-k",214.9469380689,226.3164884998,230.0369232853,-5.28946843022976,-7.02033039036033,-1.64390796718432,-11.3695504309,-15.0899852164,-3.7204347855
"232","a24-angle",115.552080361,119.4844595216,119.9131493918,-3.40312277227267,-3.77411554787716,-0.358782951286235,-3.93237916060001,-4.36106903080001,-0.428689870200003
"233","a25-k",147.381217677,163.8920087405,169.5674824053,-11.2027782941005,-15.0536581784277,-3.46293495846179,-16.5107910635,-22.1862647283,-5.67547366480002
"234","a25-angle",121.0803418862,123.1260552167,123.1976009348,-1.68955034205528,-1.74863980033187,-0.0581076994419079,-2.04571333049999,-2.11725904859999,-0.0715457180999977
"235","a26-k",136.5596518574,145.2091012951,133.6601385182,-6.3338250501195,2.12325771174913,7.95333258996605,-8.64944943769999,2.89951333920001,11.5489627769
"236","a26-angle",124.9682447718,125.3501394975,124.646996987,-0.305593414068796,0.257063532729156,0.560942742719504,-0.381894725699993,0.321247784800008,0.703142510500001
"237","a27-k",101.8769252507,97.89690013814,89.17892899096,3.90669928717019,12.4640552593167,8.90525760762422,3.98002511256,12.69799625974,8.71797114717999
"238","a27-angle",175.865369077313,175.865369077313,175.865369077313,0,0,0,0,0,0
"239","a28-k",237.851218935,233.3519680758,228.6503126793,1.8916240494145,3.86834521887165,2.01483425885346,4.4992508592,9.2009062557,4.7016553965
"240","a28-angle",111.9874516071,112.2853334711,112.4312567015,-0.265995751957194,-0.396298949597553,-0.129957516168003,-0.297881864000004,-0.443805094400005,-0.145923230400001
"241","a29-k",329.0368535669,222.9803757541,379.3595720779,32.2324009189556,-15.2939459411553,-70.1313717832519,106.0564778128,-50.322718511,-156.3791963238
"242","a29-angle",108.1782929371,110.2884384542,110.1157945569,-1.95061824309517,-1.79102624675965,0.156538527265213,-2.11014551710001,-1.9375016198,0.172643897300006
"243","a30-k",308.4405595435,300.9640073268,305.3906812335,2.42398477935764,0.988805854364256,-1.47083166057572,7.47655221669999,3.04987831,-4.42667390669999
"244","a30-angle",125.1570722794,125.208314377,125.1690001937,-0.0409422309636672,-0.00953035580232735,0.0313990197021731,-0.0512420975999959,-0.0119279143000028,0.039314183299993
"245","a31-k",197.5762430878,194.0680910418,184.986788685,1.77559406494082,6.37194745990055,4.67944127653834,3.50815204600002,12.5894544028,9.08130235679999
"246","a31-angle",117.3713508414,119.2306514743,115.6523243305,-1.58411794664646,1.46460486189928,3.00118056854811,-1.8593006329,1.71902651090001,3.57832714380001
"247","a32-k",134.3906472803,133.1488977613,143.7011459914,0.923985071974589,-6.92793650415346,-7.92514876767313,1.241749519,-9.31049871110002,-10.5522482301
"248","a32-angle",106.8069820626,107.8220357475,105.5586110446,-0.950362668523926,1.16881030986188,2.09922274904968,-1.0150536849,1.248371018,2.2634247029
"249","a33-k",231.9047915019,215.843790655,225.2939102874,6.9256873663037,2.85068763421641,-4.37822167768767,16.0610008469,6.61088121450001,-9.4501196324
"250","a33-angle",104.5813282082,104.1336844124,105.3381917089,0.428034146696662,-0.723708059237145,-1.15669324800782,0.447643795800005,-0.756863500699993,-1.2045072965
"251","a34-k",190.2357159589,128.5997172341,172.9326820106,32.3998037982081,9.09557590754319,-34.4736098414565,61.6359987248,17.3030339483,-44.3329647765
"252","a34-angle",101.2115918366,101.9862741829,101.5577009945,-0.765408716770989,-0.341965926648773,0.420226341077442,-0.774682346300011,-0.346109157900003,0.428573188400009
"253","a35-k",140,140,140,0,0,0,0,0,0
"254","a35-angle",180,180,180,0,0,0,0,0,0
"255","a36-k",260.0878085059,260.2541282947,260.4534400456,-0.0639475528497335,-0.140580037872757,-0.0765835117413787,-0.166319788800024,-0.365631539700018,-0.199311750899994
"256","a36-angle",112.654344981,112.6845507357,112.7713845355,-0.026812773803887,-0.103892623511104,-0.0770591880014429,-0.0302057547000061,-0.11703955450001,-0.0868337998000044
"257","a37-k",219.4156240153,220.375223993,252.7395668539,-0.437343503684618,-15.1875888456677,-14.6860170006806,-0.95959997769998,-33.3239428386,-32.3643428609
"258","a37-angle",92.71824501964,93.60760988289,92.23486857554,-0.959212356814583,0.52133907840641,1.46648473245647,-0.889364863250009,0.483376444099989,1.37274130735
"259","a38-k",283.1221563133,226.8846750774,243.1303458726,19.8633275361425,14.1252846338333,-7.16032089415379,56.2374812359,39.9918104407,-16.2456707952
"260","a38-angle",99.19186516382,104.3032883986,102.269891597,-5.15306696404816,-3.10310369514324,1.94950402122441,-5.11142323478001,-3.07802643318,2.03339680160001
"261","a39-k",171.0404573417,169.8531743897,171.8358221689,0.69415328423034,-0.465015610669838,-1.1672715486913,1.187282952,-0.79536482719999,-1.98264777919999
"262","a39-angle",94.99788292909,95.35710290744,94.7760589146,-0.378134719715947,0.233504166251341,0.609334779606292,-0.359219978349998,0.221824014489997,0.581043992839994
"263","a40-k",136.7523220166,132.9239977586,143.152868833,2.79945832110646,-4.6803935187463,-7.69527793843247,3.82832425800001,-6.40054681640001,-10.2288710744
"264","a40-angle",108.3772583309,107.8426851538,107.9447584905,0.49325216870483,0.399068814861029,-0.0946502180972496,0.5345731771,0.432499840399998,-0.102073336700002
"265","t1-k1",0.1526959283148,0.1528116487963,0.1401050840488,-0.0757849163216857,8.24569744914385,8.31518071272041,-0.000115720481499992,0.012590844266,0.0127065647475
"266","t2-k1",0.42948937236,0.4167751942044,0.3880567352508,2.96030099318567,9.64695281783853,6.89063537200719,0.0127141781556,0.0414326371092,0.0287184589536
"267","t2-k2",0.2543919562345,0.06902527464539,0.2142333293151,72.8665655679136,15.7861229237852,-210.369397899104,0.18536668158911,0.0401586269194,-0.14520805466971
"268","t2-k3",0.8736160241398,0.8937614908368,0.7490153372088,-2.30598639909749,14.2626375304513,16.1951656131972,-0.020145466697,0.124600686931,0.144746153628
"269","t3-k1",0.2516073078789,0.2158339614466,0.2174573182265,14.2179282207168,13.5727336142544,-0.752132226559552,0.0357733464323,0.0341499896524,-0.0016233567799
"270","t4-k1",0.08586880062944,0.1243825414376,0.09898204498851,-44.851844355394,-15.2712559893077,20.4212714706693,-0.03851374080816,-0.01311324435907,0.02540049644909
"271","t5-k1",-0.07074403224063,-0.1310606959358,-0.1329581026066,-85.2604266180472,-87.9424997353189,-1.44773126470306,0.06031666369517,0.06221407036597,0.00189740667079999
"272","t5-k2",0.3931231741139,0.5069449164299,0.4804312447412,-28.9532008822818,-22.2088333571514,5.23008927191132,-0.113821742316,-0.0873080706273,0.0265136716887
"273","t6-k1",0.07374657685912,0.06490664559822,0.07438064875314,11.9869038501776,-0.859798408312946,-14.596353066164,0.00883993126090001,-0.000634071894019997,-0.00947400315492
"274","t6-k2",-0.1972790277243,-0.2137050994702,-0.1461557179345,-8.32631422375806,25.914214186642,31.6086895928842,0.0164260717459,-0.0511233097898,-0.0675493815357
"275","t7-k1",0.6406243801433,0.638285511241,0.6584099318566,0.365092084346975,-2.77628392933181,-3.15288695437763,0.00233886890230006,-0.0177855517133,-0.0201244206156
"276","t7-k2",-1.405165265086,-1.530608344447,-1.461179230034,-8.92728296648597,-3.98629017808605,4.53604703416695,0.125443079361,0.056013964948,-0.0694291144129999
"277","t8-k1",1.077457566744,1.105209256572,1.138435828337,-2.57566429384904,-5.65945829099069,-3.00636024964702,-0.0277516898279999,-0.0609782615929999,-0.033226571765
"278","t8-k2",-0.1136715754252,-0.0842912824698,-0.1340664438044,25.8466488614238,-17.9419246217983,-59.0513750368355,-0.0293802929554,0.0203948683792,0.0497751613346
"279","t9-k1",0.1006464828354,0.1370747525629,0.1295414159221,-36.1942799204179,-28.7093321819855,5.49578715259263,-0.0364282697275,-0.0288949330867,0.0075333366408
"280","t9-k2",0.482791305955,0.3561475795442,0.3276216178808,26.2315673146368,32.1401164768827,8.0095902097405,0.1266437264108,0.1551696880742,0.0285259616634
"281","t10-k1",0.1074498529241,0.103783009848,0.1045967069568,3.4126087438111,2.65532794103999,-0.784036915090182,0.0036668430761,0.00285314596730001,-0.000813697108799999
"282","t10-k2",0.4261849649125,0.3265521467423,0.2760167549353,23.3778350652646,35.2354546360008,15.47544314473,0.0996328181702,0.1501682099772,0.050535391807
"283","t11-k1",0.2194553771389,0.2162610393774,0.2091826679481,1.45557507095314,4.68100136106398,3.27306825569604,0.00319433776150002,0.0102727091908,0.00707837142929998
"284","t11-k2",0.6937444435835,0.7587549093015,0.7028815688081,-9.37095299562934,-1.31707364420863,7.36381930560901,-0.0650104657180001,-0.00913712522460008,0.0558733404934
"285","t12-k1",0.1338552866344,0.1432837438292,0.1596379669171,-7.04376900745955,-19.2616077638535,-11.4138719793607,-0.00942845719480001,-0.0257826802827,-0.0163542230879
"286","t12-k2",0.6076851605113,0.6745019033369,0.6735972116888,-10.9952895294302,-10.8464144693022,0.134127367710043,-0.0668167428256,-0.0659120511775001,0.00090469164809992
"287","t13-k1",1.758154369737,4.761759641758,3.761780595237,-170.838540899586,-113.961905734121,21.0001999628821,-3.003605272021,-2.0036262255,0.999979046521
"288","t14-k1",0.3832336907808,0.4404883504899,0.3801258473849,-14.9398816143877,0.810952552101581,13.7035413167831,-0.0572546597091,0.00310784339589998,0.060362503105
"289","t15-k1",-2.743657257903,-2.763809257679,-2.478642233268,-0.734494066923008,9.65918843804686,10.3178981551889,0.020151999776,-0.265015024635,-0.285167024411
"290","t16-k1",-0.6703166759336,-0.9692165919109,-0.6864249143145,-44.5908518628154,-2.40307886693478,29.1773459056092,0.2988999159773,0.0161082383809,-0.2827916775964
"291","t16-k2",4.597466489339,8.569455955998,6.587562647391,-86.3951803861886,-43.286800733987,23.1274111073506,-3.971989466659,-1.990096158052,1.981893308607
"292","t17-k1",0.1812602534451,0.1935828196365,0.1853708259777,-6.79827262579232,-2.26777379732894,4.24210871306662,-0.0123225661914,-0.0041105725326,0.00821199365880002
"293","t18-k1",-0.427959867982,-0.2567094086188,-0.308366616912,40.0155416840167,27.944968679874,-20.1228340523772,-0.1712504593632,-0.11959325107,0.0516572082932
"294","t18a-k1",-0.2045307565273,0.1967464285347,0.3893261839395,196.19405505325,290.35092352359,-97.8822115547754,-0.401277185062,-0.5938569404668,-0.1925797554048
"295","t18b-k1",-0.1892404337724,-0.1892404337724,-0.1892404337724,0,0,0,0,0,0
"296","t19-k1",0.9162969507922,1.250924099537,1.039555264313,-36.5195091455333,-13.4517869359092,16.8970151987825,-0.3346271487448,-0.1232583135208,0.211368835224
"297","t19-k2",0.208078889572,0.4841068109379,0.5389105140769,-132.655418304887,-158.993363135199,-11.320580892639,-0.2760279213659,-0.3308316245049,-0.0548037031390001
"298","t19-k3",-0.1737796012683,-0.1920018067647,-0.1732173145609,-10.4858138489261,0.323563124380677,9.78349762448879,0.0182222054964,-0.000562286707399995,-0.0187844922038
"299","t19a-k1",-0.05752542044084,3.107512954395,0.1664782808179,5501.98216819782,389.399502936461,94.642716433975,-3.16503837483584,-0.22400370125874,2.9410346735771
"300","t19a-k2",0.3423737582396,0.954839941271,1.089988421039,-178.888179450594,-218.362139272428,-14.1540455029669,-0.6124661830314,-0.7476146627994,-0.135148479768
"301","t19a-k3",0.2544090180879,0.08647553233417,0.2838377002987,66.0092503858129,-11.5674681785974,-228.228913586629,0.16793348575373,-0.0294286822108,-0.19736216796453
"302","t20-k1",0.2699187392383,0.1947772835621,0.1781521348978,27.8385472191543,33.9978634308465,8.53546592305744,0.0751414556762,0.0917666043405,0.0166251486643
"303","t20-k2",0.1936581772637,-0.02815917086888,0.04801295837439,114.540656773061,75.2073684402121,270.505582703258,0.22181734813258,0.14564521888931,-0.07617212924327
"304","t21-k1",-0.1479457423917,-0.08020631867938,-0.1440915554638,45.7866665287154,2.6051354135597,-79.651127038753,-0.06773942371232,-0.00385418692789999,0.06388523678442
"305","t21-k2",0.5642954954317,0.4342094855325,0.4770489001242,23.0528173540852,15.461153954588,-9.86607064540821,0.1300860098992,0.0872465953075,-0.0428394145917
"306","t22-k1",-0.4910075247491,-0.3500153328207,-0.2785601715331,28.7148739727452,43.2676369521136,20.4148660322272,-0.1409921919284,-0.212447353216,-0.0714551612876
"307","t22-k2",0.5641713237747,0.4705424780721,0.3776608532551,16.5958179292343,33.0591901182986,19.7392646031774,0.0936288457026,0.1865104705196,0.092881624817
"308","t23-k1",-0.2849592935905,-0.2801579384063,-0.2717381485314,1.68492668679189,4.63966094683664,3.00537258476294,-0.0048013551842,-0.0132211450591,-0.0084197898749
"309","t23-k2",0.2705828028812,0.3333823484421,0.2716353103795,-23.2089936582083,-0.388977971657016,18.5213879352475,-0.0627995455609,-0.00105250749829999,0.0617470380626
"310","t24-k1",-0.6027249766107,-0.5062572776963,-0.5641607920317,16.0052598876632,6.39830537567197,-11.4375668037578,-0.0964676989144,-0.038564184579,0.0579035143354
"311","t24-k2",-0.2875027046256,-0.3178366550813,-0.3035475723261,-10.5508400330363,-5.58077104749133,4.4957315422115,0.0303339504557,0.0160448677005,-0.0142890827552
"312","t25-k1",-0.2577324477985,-0.130082851756,-0.05707577646306,49.5279492872775,77.8546407522258,56.1235199777765,-0.1276495960425,-0.20065667133544,-0.07300707529294
"313","t25-k2",-0.1781695657288,-0.3614716134085,-0.3341272645232,-102.880672650183,-87.5332990550083,7.56472925424383,0.1833020476797,0.1559576987944,-0.0273443488853
"314","t25-k3",-0.8015507420074,-0.7236309519003,-0.7017326886333,9.72113005746311,12.4531172067929,3.02616454001779,-0.0779197901070999,-0.0998180533741,-0.0218982632670001
"315","t25-k4",0.07125763939923,-0.07187997705995,0.1246570688482,200.873362724287,-74.9385327652982,273.423912954553,0.14313761645918,-0.05339942944897,-0.19653704590815
"316","t25-k5",0.08110677910138,0.1011488145081,0.04025513381541,-24.7106784769104,50.3677321903107,60.2020705717847,-0.02004203540672,0.04085164528597,0.06089368069269
"317","t26-k1",0.1821840310834,0.260614902537,0.2449777853183,-43.0503546261395,-34.4672109083778,6.0000855923732,-0.0784308714536,-0.0627937542349,0.0156371172187
"318","t26-k2",-0.02943549724318,0.06490994002977,0.09906937084145,320.515860471184,436.564285029714,-52.6258856440374,-0.09434543727295,-0.12850486808463,-0.03415943081168
"319","t26-k3",0.7822073629734,0.6212090335946,0.7403072582489,20.5825637803764,5.35664923495803,-19.1720046254226,0.1609983293788,0.0419001047245,-0.1190982246543
"320","t26-k4",-0.1154354573733,-0.09932798974327,-0.1106623499347,13.9536568715979,4.13487116282176,-11.4110435746516,-0.01610746763003,-0.00477310743859999,0.01133436019143
"321","t26-k5",-0.09037591883258,-0.08300390101762,0.03903155498269,8.15705987854636,143.188003493492,147.023759731973,-0.00737201781496001,-0.12940747381527,-0.12203545600031
"322","t26-k6",-0.5152151612155,-0.5972220410418,-0.8065834033293,-15.9170160351704,-56.5527305963593,-35.055866645894,0.0820068798262999,0.2913682421138,0.2093613622875
"323","t27-k1",0.4476220345854,0.2583613997603,0.230648672241,42.2813490404686,48.4724489815089,10.726342071614,0.1892606348251,0.2169733623444,0.0277127275193
"324","t28-k1",0.4906962395955,0.5494265309171,0.4846331150533,-11.9687673518782,1.23561667136437,11.7929171996203,-0.0587302913216,0.00606312454220004,0.0647934158638001
"325","t28-k2",0.1972392762662,0.2881175973593,0.2469703870205,-46.0751645480832,-25.2135942169963,14.2813943736616,-0.0908783210931,-0.0497311107543,0.0411472103388
"326","t29-k1",0.03365480695677,0.06910115218565,0.03432465141668,-105.3232760313,-1.99033814328641,50.326947770043,-0.03544634522888,-0.000669844459910002,0.03477650076897
"327","t29-k2",0.3315337048378,0.2857795932813,0.2759624550777,13.800742093141,16.7618703465724,3.43521316231167,0.0457541115565,0.0555712497601,0.00981713820359997
"328","t29-k3",-0.1813801692186,-0.1564893923229,-0.1955480435423,13.7229869190945,-7.81114847600832,-24.959296371224,-0.0248907768957,0.0141678743237,0.0390586512194
"329","t30-k1",-0.4094047131311,-0.3732081730775,-0.3586227577276,8.84126120013892,12.4038521723707,3.90811788220704,-0.0361965400536,-0.0507819554035,-0.0145854153499
"330","t30-k2",0.7214198085497,1.359297807775,0.9458986276138,-88.4198065627907,-31.1162538654683,30.4127011606002,-0.6378779992253,-0.2244788190641,0.4133991801612
"331","t30-k3",-0.4213069561783,-0.02667823499552,-0.2381476127077,93.6677440036785,43.4740848174094,-792.666298005439,-0.39462872118278,-0.1831593434706,0.21146937771218
"332","t31-k1",1.189964268076,1.103861877219,1.157050743597,7.23571229548053,2.76592544515781,-4.81843493970466,0.086102390857,0.032913524479,-0.053188866378
"333","t31-k2",-0.621218830807,-0.4153825029715,-0.3754475182054,33.1342705062734,39.5627595966994,9.61402670560728,-0.2058363278355,-0.2457713126016,-0.0399349847661
"334","t31-k3",0.06495844961585,0.1125477433113,-0.003057212830674,-73.2611291939427,104.706412866615,102.716369729616,-0.04758929369545,0.068015662446524,0.115604956141974
"335","t31a-k1",1.761355676865,2.200683142973,2.152368617934,-24.9425753059683,-22.1995447146119,2.19543304965428,-0.439327466108,-0.391012941069,0.0483145250389998
"336","t31a-k2",-0.2233803656273,-0.6836803861474,-1.320183434533,-206.06109190818,-491.002450383516,-93.0995039907977,0.4603000205201,1.0968030689057,0.6365030483856
"337","t31a-k3",-0.08184607083998,0.6981975060214,0.6496613962365,953.061727772454,893.760029735178,6.95163035764443,-0.78004357686138,-0.73150746707648,0.0485361097849
"338","t32-k1",-0.4168025326006,-0.253185276386,-0.2958607802241,39.2553411788853,29.0165589018606,-16.855444537398,-0.1636172562146,-0.1209417523765,0.0426755038381
"339","t33-k1",0.06747020256501,0.2213678640836,0.04567942917326,-228.097227617338,32.2968844961652,79.3649230151992,-0.15389766151859,0.02179077339175,0.17568843491034
"340","t33-k2",-0.3648818643986,-0.4133157784368,-0.3032447155349,-13.2738616971356,16.892357466242,26.6312269321533,0.0484339140382,-0.0616371488637,-0.1100710629019
"341","t34-k1",0.2471586385669,0.1759453146741,0.2055080999829,28.8127998704461,16.8517430042107,-16.8022577717165,0.0712133238928,0.041650538584,-0.0295627853088
"342","t34-k2",-2.709272212403,-2.550587015928,-2.478380345288,5.85711527060817,8.52228380957739,2.83098244400529,-0.158685196475,-0.230891867115,-0.07220667064
"343","t34-k3",2.355440994331,2.260398018936,2.276607637843,4.03503953712899,3.34686186908242,-0.717113480511292,0.0950429753950002,0.0788333564879999,-0.0162096189070002
"344","t35-k1",0.02771185535345,0.05699085950378,0.03129935391319,-105.655156527385,-12.945717686468,45.0800458429408,-0.02927900415033,-0.00358749855974,0.02569150559059
"345","t35-k2",1.453560077229,1.383554098127,1.474096750863,4.81617376527403,-1.41285344553148,-6.54420762141307,0.070005979102,-0.020536673634,-0.090542652736
"346","t36-k1",-0.05206457676159,-0.05013883012286,-0.0394160199122,3.69876556866721,24.2939780482789,21.3862393366277,-0.00192574663873,-0.01264855684939,-0.01072281021066
"347","t36-k2",0.1335413865937,-0.04758373533968,-0.0547281620364,135.63220103776,140.98217296703,-15.0144301318906,0.18112512193338,0.1882695486301,0.00714442669672
"348","t36-k3",2.332577530677,2.090958052267,2.116016122125,10.3584757733593,9.28421052264641,-1.19840136586347,0.24161947841,0.216561408552,-0.0250580698579999
"349","t37-k1",-0.2801379561603,-0.3998321288604,-0.3870001257614,-42.7268672694995,-38.1462658847813,3.20934766687552,0.1196941727001,0.1068621696011,-0.012832003099
"350","t38-k1",0.4155766290429,0.4927609700685,0.3683159149109,-18.5728300466175,11.3723224140021,25.2546493567258,-0.0771843410256,0.047260714132,0.1244450551576
"351","t39-k1",2.095796028375,2.100950683231,2.097788788875,-0.24595212445347,-0.0950837043786636,0.150498266391351,-0.00515465485599975,-0.00199276049999986,0.00316189435599989
"352","t39-k2",-0.4654644265313,-0.3275060833306,-0.274579776948,29.6388585973762,41.0095033482573,16.1604040585633,-0.1379583432007,-0.1908846495833,-0.0529263063826
"353","t39-k3",1.312846277337,1.247546121005,1.231823017065,4.97393773050535,6.17157253447441,1.26032245824578,0.0653001563319999,0.081023260272,0.0157231039400001
"354","t40-k1",-0.8888508403012,-0.9155116435182,-0.869453436154,-2.99946875315611,2.18230137923107,5.03087073663028,0.026660803217,-0.0193974041472,-0.0460582073642001
