,rmsd
36975451,0.47093763190824567
36975452,0.14756106073756245
36975453,0.10104628875785059
36975454,0.11508138878296333
36975455,0.15551738849763405
36975456,0.34156674224097777
36991787,0.09840167074597632
36991788,0.6027960207479797
36991789,0.06041078885788848
36991790,0.06840338360593523
36991791,0.3360794011943108
36991792,0.26380311293854386
36991793,0.9182130950468834
36991794,0.2666041055026264
36991795,0.06040414998223524
36991796,0.09867733368979006
36987706,0.5077908218941182
36987707,0.5082663617341153
36987708,0.5077361202369904
36984387,0.09688732946113592
36984388,0.09668110634825616
36984389,0.10893129667396569
36973916,0.6076402811256233
36973917,0.6075347270091602
36973918,0.8733162643936713
36973919,0.8736656044168247
37014846,0.3888095924649655
37014847,0.42407057703805984
37014848,0.8932902118999136
37014849,0.3891773397967751
37014850,0.40753762641434965
37014851,0.8936661784141158
37014852,0.4585894985565302
37014853,0.7547070718060721
36991461,0.6392417839105132
36991462,0.8233652812242338
36991463,0.8781775518648888
36991464,0.8891572300986266
36991465,0.7880949979471754
36991466,0.8236243161990651
36991467,0.6442567506825876
36991468,0.8051752232270555
36991469,0.8792520471834772
36991470,0.8790249029135102
36969580,0.07497456938936424
36969581,0.07495810362444039
37016997,0.045990657419691446
37015999,0.17662274700343017
37016000,0.17773533978244763
36972482,0.34532062874609853
36972483,0.20068653869906714
36972484,0.20088586745614964
36972485,0.328812620404388
36972486,0.20079057240202905
36972487,0.3288336505997964
36972488,0.32845851606528903
36972489,0.315802112574036
36973802,0.10766179271969309
36973803,0.20461892983716617
37016100,0.15381916326900455
37016101,0.13047277373880117
37016102,0.13985380138071882
36974444,0.1606745643207614
36968620,0.19404913269987517
36968621,0.14739985425233726
37013461,0.949826717782256
37013462,0.5851510430166142
37013463,0.9497934558462893
37013464,0.9495895772404256
37013465,0.898611734753199
37013466,0.8986107097847471
37013467,0.8986117415863557
37013468,0.8986072968138934
37014214,0.2735056438978066
37014215,0.2733561520985729
37014216,0.07068478987988054
37014217,0.2215247444937315
37008313,0.28908557783481736
37008314,0.34284986439328513
37008315,0.28909411659891693
37008316,0.22469987501482663
37008317,0.22476783530559927
37008318,0.28914915481565845
37008319,0.2891116044261593
37010696,0.062840570592873
37010697,0.06294092648590563
37010698,0.054863811749186114
37010699,0.05513902845055077
36982533,1.2928150759612373
36982534,0.5883262934581422
36982535,0.9286884519121563
36982536,0.9275964931490198
36982537,0.2589308903142623
36982538,1.2928690211808145
36982539,1.2927470435766566
36982540,0.2604683410354932
36982541,1.2927453697991016
36982542,0.5883359531621586
36984973,0.8488353985241761
36984974,0.8488026437519305
36984975,0.5978144422710474
37008083,0.22045527959096264
37008084,0.3878355572121322
37008085,0.16206158088546713
37008086,0.25458449239550485
37008087,0.1736749301054698
37008088,0.2283084952445058
37008089,0.15240298974665256
37008090,0.1523282078259166
37008091,0.15244410066130512
36996696,0.31668107634821985
36996697,0.31696530581656523
36996698,0.1738906639535333
36996699,0.2671025295988419
36996700,0.7288383727233454
36996701,0.309319915328677
36996702,0.3193282703055578
36996703,0.21244257039718176
36974979,0.0966343683359405
36974980,0.09661379465892886
36991779,0.23778678972178846
36991780,0.7686528539694906
