,rmsd
36975451,1.0345343564549676
36975452,0.6856546845798897
36975453,0.6351736984277756
36975454,0.5650090639844046
36975455,0.7813936290538063
36975456,0.491820358645189
36991787,0.14445590396507446
36991788,0.23796810616553138
36991789,0.1366801456589028
36991790,0.2248531155387959
36991791,0.5509015335679138
36991792,0.17235454946166434
36991793,0.3113570006116826
36991794,0.1631048235642699
36991795,0.13815601298493155
36991796,0.1469768553833088
36987706,0.22586357680258323
36987707,0.22581741023182042
36987708,0.22630205193453148
36984387,0.5082621677056104
36984388,0.5133167098404451
36984389,1.2439009394177631
36973916,0.22684150562901853
36973917,0.2431072148448351
36973918,0.07017982880803107
36973919,0.07006686220067099
37014846,0.4628193544577631
37014847,0.5663925286663187
37014848,0.28612901391779044
37014849,0.449159716107333
37014850,0.4450791395737634
37014851,0.28523421939516724
37014852,0.28494129572133076
37014853,0.3135269795341221
36991461,0.2977038852361443
36991462,0.3359722051352875
36991463,0.3617677975722132
36991464,0.35750814623395466
36991465,0.33158596007030544
36991466,0.3208253526197019
36991467,0.3460017922996262
36991468,0.4390514059554013
36991469,0.3551811943355803
36991470,0.5609191012222865
36969580,0.031911585241374836
36969581,0.033150043618990474
37016997,0.20445151334720207
37015999,0.11711119265177986
37016000,0.14108869795792414
36972482,0.3734914506422824
36972483,0.20606967041610685
36972484,0.20634867466832582
36972485,0.06758628502866157
36972486,0.1941530343304471
36972487,0.06764005585683402
36972488,0.06773146150676755
36972489,0.06988650474818349
36973802,0.24251873427148773
36973803,0.20173262495235017
37016100,0.5960388812461763
37016101,0.5853921391650908
37016102,0.6814425612562405
36974444,0.21177280402438606
36968620,0.14276725983715535
36968621,0.22206901823027517
37013461,0.164630940519988
37013462,0.17120185595202833
37013463,0.15179767705099975
37013464,0.14192656078586216
37013465,0.15355793915582433
37013466,0.15116345582989682
37013467,0.1533807166852595
37013468,0.15272200229164887
37014214,0.3247699833520273
37014215,0.33167386386241227
37014216,0.23886320420403365
37014217,0.3386512185326402
37008313,1.253095332046616
37008314,1.4989741223939714
37008315,1.2646441410288578
37008316,1.576303676183926
37008317,1.5697799760424258
37008318,1.2709245417403925
