,rmsd
36975451,0.2888834418659985
36975452,0.26485839274484874
36975453,0.2333734901543541
36975454,0.20579916583668872
36975455,0.25934677334658596
36975456,0.20432609217846182
36991787,0.09359606990186066
36991788,0.5753019133346479
36991789,0.05380845224116054
36991790,0.06625990616510583
36991791,0.2731376124796976
36991792,0.289856623259903
36991793,0.9282203595692713
36991794,0.29266499548271163
36991795,0.05380955733467956
36991796,0.09386824789955532
36987706,0.1010632834093214
36987707,0.1005752220329042
36987708,0.10112203671309014
36984387,0.2048015634388676
36984388,0.2061560977815228
36984389,0.32313024052551953
36973916,0.16803359235510967
36973917,0.16784982019056313
36973918,0.11575469003651391
36973919,0.1149808836907881
37014846,0.36706896182878324
37014847,0.39457576414693785
37014848,0.8990289698701839
37014849,0.367457342691825
37014850,0.40279266528844293
37014851,0.8994197728803048
37014852,0.4440575250945003
37014853,0.7644230455650693
36991461,0.34201570884463406
36991462,0.29238555744816347
36991463,0.3553322442429545
36991464,0.3729453525600577
36991465,0.43121359306373863
36991466,0.2923866258509525
36991467,0.30297548642847233
36991468,0.3056077566547247
36991469,0.356066871284605
36991470,0.3565532245695619
36969580,0.09219753969108385
36969581,0.09218289035564595
37016997,0.08383081521804055
37015999,0.16332954601304403
37016000,0.1644471559206156
36972482,0.37211346171742554
36972483,0.24243358798576103
36972484,0.24264318590653428
36972485,0.34178342397098915
36972486,0.24256919432082522
36972487,0.3417986499070134
36972488,0.34143480710953183
36972489,0.3281469972104231
36973802,0.1095821403408304
36973803,0.1702442297869144
37016100,0.18354347226797563
37016101,0.13104530334012
37016102,0.08137526999338937
36974444,0.1274658598070577
36968620,0.5875569609661246
36968621,0.1891934775671435
37014214,0.27793546837080846
37014215,0.27777910344374596
37014216,0.07064891334581751
37014217,0.22713207041550793
37008313,0.2783445935305419
37008314,0.4291978151547808
37008315,0.2783601883611973
37008316,0.22160649206083424
37008317,0.2216359958165772
37008318,0.27839256103372095
37008319,0.27836268923905266
37010696,0.06216936422490295
37010697,0.062269055648139254
37010698,0.05409206261828514
37010699,0.054368198186008555
36982533,0.13260626658531824
36982534,0.4441339618591743
36982535,0.2615632325958223
36982536,0.26028294420137077
36982537,0.25264348971465395
36982538,0.13261319358620582
36982539,0.13198755020642572
36982540,0.2537424320741159
36982541,0.1325846829425335
36982542,0.4441433381557377
36984973,0.2547159815741584
36984974,0.25501245003749934
36984975,0.30687551465749996
37008083,0.23956916364808173
37008084,0.36610027753975566
37008085,0.1972006468206998
37008086,0.29914366089270333
37008087,0.18319749257691834
37008088,0.2478772464857656
37008089,0.06279628171883644
37008090,0.06279126528393388
37008091,0.06271170070568143
36996696,0.30585244422567515
36996697,0.30563029822631477
36996698,0.22039312587093265
36996699,0.34713685581457693
36996700,0.2420889998802355
36996701,0.32480280646880805
36996702,0.18845854552425045
36996703,0.11265837907895196
36974979,0.09734948668748651
36974980,0.09732260271374038
36991779,0.17548812986918028
36991780,0.21423476810963052
36991781,0.13499587111327208
36991782,0.11042850959871679
36991783,0.168532075185555
36991784,0.1320696113542189
36991785,0.20979569990742436
36991786,0.12216802997277448
36981550,0.23863576156166907
36981551,0.33926325374549476
36981552,0.11754505379056242
36981553,0.1458527906232457
36981554,0.3361882299249185
36981555,0.14682169295257957
36981556,0.11244879287348036
36981557,0.18395562913017058
36981558,0.22840447218434567
37016149,0.3051575401451221
37016150,0.3060729590100391
37016151,0.3889621633589022
36974389,0.09805738055839411
36974390,0.10695841802668674
37014267,0.2306812553474234
37014268,0.2551807026340062
37014269,0.09732866149891266
37014270,0.09452231843634877
37014271,0.25528367964623433
37014272,0.21369184313930037
37014273,0.26756836793515715
37009599,0.19142973711898995
37009600,0.19163446134570214
37009601,0.191721800467909
37009602,0.19212060897402214
37009603,0.2989568313529642
37009604,0.19178604842421054
37009605,0.19173921774492086
37009606,0.29991476957190416
37009607,0.3008085643513622
37009608,0.3005650911698697
36999326,0.05500837380360043
36999327,0.047029474994422664
36996073,0.06677364772875104
36996074,0.07681779897065205
36996075,0.22231744240605014
36996076,0.06673957626518058
36996077,0.07726611812485985
36996078,0.22211749516773144
36996079,0.06681801047498964
36989744,0.3466395057755226
36989745,0.3437059275307299
36989746,0.36390152555006805
36989747,0.35893600428148315
36989748,0.3398347714829763
36989749,0.3542345650526465
36989750,0.34682927245047046
36989751,0.3464080834049915
36989752,0.4482356800230876
36989753,0.3418826649371206
36983669,0.23774830623991988
36983670,0.13947028416861726
36983671,0.24849046724735377
36983672,0.13052356770811177
36983673,0.10795470215470163
36983674,0.3331600905364435
36983675,0.11095086072430711
36983676,0.1270776681723583
37011180,0.11508118950457494
37011181,0.13223251088955784
37011182,0.12503402368874617
37011183,0.1073729116236498
37011184,0.11750913563187844
37011185,0.09121826745242435
37011186,0.1333506288676397
37011187,0.1352206740221925
37011188,0.08929873069145702
37011189,0.09403095326327333
36978937,0.15439826520323238
36978938,0.07012853052725461
36978939,1.0422545506562064
36978940,0.45356327028717697
36978941,0.4217797338009223
36978942,0.12331884442858285
36978943,0.49769509363880515
36978944,0.33222601744610597
36978945,0.15550026641521472
36978946,0.11884355037187666
36981719,0.28023708644018985
36981720,0.35959813842927657
36981721,0.16260442799804695
36981722,0.2248987720180612
36981723,0.15328933132588715
36981724,0.31786906193316466
36981725,0.15413366145758092
36981726,0.11045583238254066
36981727,0.26809707771787833
36981728,0.11301248731897515
36975564,1.029083957310876
36975565,0.692932254852014
36975566,0.1095137804661094
36975567,0.11174759834044641
36975568,0.08448843949220623
36975569,0.2684508334352914
36975570,0.2548250051911895
36975571,0.22842106775011667
37016184,0.2180639894594479
37016185,0.054627640472710695
37016186,0.21807367788002513
37016187,0.3744468578827906
37018483,1.5025834765375508
37018484,1.5025415994602471
37018485,0.4489301937030455
37018486,0.30902844722139494
37018487,0.30895275130791605
37018488,0.3092693583775101
37006531,0.29813475579155996
37006532,0.29813737771219395
37006533,0.040913409395898014
37011426,0.048137962474324315
37011427,0.036593405221374074
37011428,0.08060974967141471
37011429,0.04795802209978231
37011430,0.03797396271773695
37011431,0.04776090266484529
37011432,0.03735020336891443
36988935,0.11558096408903835
36988936,0.16397392477503023
36988937,0.20597468970708657
36988938,0.7723960775354145
36988939,0.13954650694558074
36988940,0.1213452638455405
36988941,0.12421724772630965
36988942,0.1561551783280633
36988943,0.2267205094269029
36974877,0.06263251534155266
36974878,0.08002357016070501
37009403,0.9861251356147774
37009404,0.13275287036068278
37009405,0.34273037375816
37009406,0.6332359397758268
37009407,0.9420510801599498
37009408,0.0935018249340819
37009409,0.9161094787176548
37009410,1.209584276713141
36974459,0.16067836750770867
36974460,0.1480974552542442
36974461,0.2739645450355939
36974462,0.8271211351004117
36974463,0.09370625186423658
36974464,0.10804276405138774
36974465,0.16680995235590793
36974466,0.1080889695157679
36974467,0.07965875267594547
37016176,0.03697300031026632
37016177,0.030130019056618947
37011942,0.0698875745140124
37011943,0.30397596138689786
37011944,0.3097090501646731
37011945,0.2426667748245661
37014802,0.05254238962208908
37014803,0.04591873867814327
36970327,0.1963125946940824
36970328,0.21644627942454128
36970329,0.196218614381258
36970330,0.21738105679523542
36970331,0.10206880623001409
36970332,0.10140069741264174
37014770,0.06757008494112408
37014771,0.0807887003823148
37014772,0.06802657320766725
37014773,0.09512592852878839
37014774,0.0951663298516933
37014775,0.09338883608463736
37014776,0.0736457549522671
36961641,0.3606079407397047
36961642,0.25692431827618767
36961643,0.2579955751599551
36961644,0.17061948055474102
36961645,0.36080579458265316
36961646,0.6587654048772581
36961647,0.6586415193046573
36961648,0.11886140394233857
37007501,0.18370214443262473
37007502,0.2130365874683119
37007503,0.23056596833236692
37007504,0.3061581806396134
37007505,0.22590179056759788
37007506,0.35023149819087734
37007507,0.3650765638603719
37007508,0.2551635218265241
37007509,0.1922340507683434
37007510,0.21516511843926323
36996187,0.19883747997346926
36996188,0.35223022791948666
36996189,0.1098070485793756
36996190,0.13570703782271742
36996191,0.1034488516538737
36996192,0.2344706753271067
