,tfd
36975451,0.0567148365214006
36975452,0.11934435866428161
36975453,0.01037291391065013
36975454,0.013333951234093401
36975455,0.22727993446140796
36975456,0.10091580105994927
36991787,0.00374661762182094
36991788,0.08490850825252867
36991789,0.0038797668889043652
36991790,5.4684721019650926e-05
36991791,0.032991023127921106
36991792,0.031962537238116685
36991793,0.006184938065510469
36991794,0.03202776625607935
36991795,0.003922254541934164
36991796,0.0038201224363082716
36987706,0.1166908346434448
36987707,0.03638217940421723
36987708,0.036554076347183564
36984387,0.024299276714626956
36984388,0.024333582039292288
36984389,0.021130106335413016
36973916,0.034086693430875455
36973917,0.034054001524056736
36973918,0.01614252096219362
36973919,0.01606627486236938
37014846,0.10125849222877556
37014847,0.22121674148467557
37014848,0.35290375725721423
37014849,0.00938511736216005
37014850,0.009608101598097272
37014851,0.3563455423520254
37014852,0.042150311002250494
37014853,0.4475289888077717
36991461,0.060209553557805245
36991462,0.11727249106152283
36991463,0.24442066281132227
36991464,0.25266354446021844
36991465,0.08205148995353366
36991466,0.11702059350874275
36991467,0.026340121494451158
36991468,0.1216518411601385
36991469,0.24337906621051383
36991470,0.25007226828956247
36969580,0.01894553271482426
36969581,0.01895113101828389
37016997,0.02062524338394558
37015999,0.04899014996408538
37016000,0.04943919416304647
36972482,0.116096095119567
36972483,0.04612714672512421
36972484,0.04612501695406425
36972485,0.12052792041749344
36972486,0.04617536338876978
36972487,0.12047072518231614
36972488,0.12039253417509217
36972489,0.12038944287755347
36973802,0.0007467278536796823
36973803,0.003939015800109149
37016100,0.032012723360652764
37016101,0.025569855380238964
37016102,0.030446937407607965
36974444,0.07980609524719938
36968620,0.010285802554847333
36968621,0.0018076633084442351
37014214,0.1286066624459574
37014215,0.1284405596598122
37014216,0.18040701878529525
37014217,0.0520304164859863
37008313,0.07143368871898312
37008314,0.05014439625385291
37008315,0.07143900623125728
37008316,0.06985522001394288
37008317,0.06993078540475664
37008318,0.07144407415909715
37008319,0.0714296443396364
37010696,0.0005491465523052361
37010697,0.0005111856904878566
37010698,0.0014044135940685903
37010699,0.00564921589933803
36982533,0.004138292957321214
36982534,0.16921437468696368
36982535,0.01962507360174929
36982536,0.03316153389938922
36982537,0.03444254680709463
36982538,0.008010138113350012
36982539,0.004058676440429543
36982540,0.06462598471956751
36982541,0.004127071687170513
36982542,0.1692161545048882
36984973,0.10836330237283844
36984974,0.10797595848195825
36984975,0.08764508484747995
37008083,0.053963179576445745
37008084,0.14510205011722607
37008085,0.05821368755506437
37008086,0.08599404636511848
37008087,0.04283253142505358
37008088,0.0563068223901379
37008089,0.010329517525639086
37008090,0.010268514732865707
37008091,0.010262070275304356
36996696,0.03066001343965719
36996697,0.022086440575284732
36996698,0.044408998494540046
36996699,0.022725229640692606
36996700,0.014281580903045705
36996701,0.023836587594012026
36996702,0.011697939201186816
36996703,0.02611625336018913
36974979,0.01269461078394372
36974980,0.013106565343094779
36991779,0.00843928253483104
36991780,0.06673534190659745
36991781,0.05944466411711349
36991782,0.036248927694168855
36991783,0.03692705475460365
36991784,0.06315108389297758
36991785,0.07420787636720234
36991786,0.03864250700131227
36981550,0.020675662575507226
36981551,0.06431486032526354
36981552,0.03676721723391279
36981553,0.013103791133893958
36981554,0.04935858143835357
36981555,0.035085916138630636
36981556,0.030622280024433388
36981557,0.044780677437459865
36981558,0.03235803137067764
37016149,0.03148761136759668
37016150,0.030248357648367724
37016151,0.06374466130325668
36974389,0.10397944088711245
36974390,0.010522200893690005
37014267,0.020500776615853002
37014268,0.049394636489441035
37014269,0.04047710539909808
37014270,0.04588590540398179
37014271,0.04937210674531422
37014272,0.05375226580739405
37014273,0.2772051214580518
37009599,0.045912720698657025
37009600,0.04794913312137921
37009601,0.04746997647127183
37009602,0.04543754594049512
37009603,0.03773410031190489
37009604,0.04642812353051743
37009605,0.04618161997686371
37009606,0.03836870983015494
37009607,0.03800590433234544
37009608,0.03792755660716671
36999326,0.002824718997093802
36999327,0.0024774929285309067
36996073,0.015881137880277413
36996074,0.013654499314759776
36996075,0.09692388345049197
36996076,0.02243072727281137
36996077,0.015963621241283945
36996078,0.12137360437417093
36996079,0.015108513987395931
36989744,0.045802584005756465
36989745,0.02837318461605122
36989746,0.0332832176758305
36989747,0.03212071823301097
36989748,0.022619749876578867
36989749,0.04490750866707977
36989750,0.027446901842982385
36989751,0.024985817820641548
36989752,0.0338920326826457
36989753,0.028600163489008647
36983669,0.050832269806176604
36983670,0.029214206733937962
36983671,0.1264566316893943
36983672,0.02469758087599818
