,tfd
36975451,0.05902258437695721
36975452,0.12407142343546475
36975453,0.01601495077499197
36975454,0.01604973508003057
36975455,0.14110988649721407
36975456,0.029566937331023196
36991787,0.032844048430038644
36991788,0.11657526348962279
36991789,0.0022999341833379976
36991790,7.476878311695926e-05
36991791,0.05738794056893843
36991792,0.006879372500580918
36991793,0.01820439914532004
36991794,0.02434927908910531
36991795,0.0009040483247481499
36991796,0.03326632337458857
36987706,0.10352986831302778
36987707,0.03934394785356942
36987708,0.037454828891874035
36984387,0.023432135565909295
36984388,0.02310366209499082
36984389,0.02092328317823037
36973916,0.007928998848717375
36973917,0.008346501142127469
36973918,0.015321908437646182
36973919,0.003296265451448899
37014846,0.11548602517267698
37014847,0.21327541177321796
37014848,0.30225326833591887
37014849,0.015594197239348491
37014850,0.02765617546756623
37014851,0.283658261669394
37014852,0.04470745974744287
37014853,0.3279267219507879
36991461,0.06576805338278251
36991462,0.1849883988147576
36991463,0.24515888833658525
36991464,0.2551663289114225
36991465,0.02789505980380115
36991466,0.1775182977251729
36991467,0.032664816188180325
36991468,0.16151473635548344
36991469,0.26790519060749607
36991470,0.2578092936864776
36969580,0.01964320915962063
36969581,0.020116636672026237
37016997,0.009264524278509626
37015999,0.023065621868557293
37016000,0.022110658796727627
36972482,0.1110699953891328
36972483,0.05443532411895978
36972484,0.051655557050785825
36972485,2.904912131173115e-05
36972486,0.04697051488144402
36972487,6.770777871669544e-05
36972488,0.00010706574689976538
36972489,0.00021584704487501827
36973802,0.003350320819764559
36973803,0.014171554823560932
37016100,0.027647837159819322
37016101,0.025668581118621702
37016102,0.02298302901548795
36974444,0.004204222823918715
36968620,0.0031271157109109176
36968621,0.0017419243423252879
37013461,0.31069975459751886
37013462,0.05189581313294387
37013463,0.07710231124111164
37013464,0.11327262083175058
37013465,0.16631336294500398
37013466,0.17595181304090432
37013467,0.19258579895718944
37013468,0.22495179574224355
37014214,0.145582528472911
37014215,0.13589617672764237
37014216,0.17676657763991893
37014217,0.04677547929344516
37008313,0.06197852545667017
37008314,0.06334947116206412
37008315,0.06018295696302264
37008316,0.03778288840781997
37008317,0.03749963509537501
37008318,0.05717768270917028
37008319,0.06119296496885192
37010696,0.00011401273366474005
37010697,0.00014015813696987496
37010698,0.0005549658748227087
37010699,0.00030746688412569936
36982533,0.006474790381318723
36982534,0.18238046071884575
36982535,0.02807597996007297
36982536,0.04079757496452305
36982537,0.07399264268899983
36982538,0.006615681504648497
36982539,0.004048207174376928
36982540,0.06681473187111625
36982541,0.005740862754552283
36982542,0.18128410674824866
36984973,0.23352611961670355
36984974,0.22581898145698262
36984975,0.00038942511860282303
37008083,0.03703511303912198
37008084,0.14428904572154652
37008085,0.04183072238208612
37008086,0.07339757908832215
37008087,0.031041434061162863
37008088,0.04125180192650347
37008089,0.01134583854910092
37008090,0.01129871675036036
37008091,0.011385687592109414
36996696,0.02951280325096268
36996697,0.019322196130865537
36996698,0.04970612426110972
36996699,0.019807042011712402
36996700,0.011999927497905615
36996701,0.01786983475414972
36996702,0.01105915340850115
36996703,0.02560176520370114
36974979,0.008467069331726605
36974980,0.008825269404940217
36991779,0.023519784832971683
36991780,0.0743383731557086
36991781,0.06736084401503255
36991782,0.029880707179050614
36991783,0.028408943286710828
36991784,0.10309573554741845
36991785,0.08922917280197608
36991786,0.036324020862563845
36981550,0.00698448076262668
36981551,0.06327463899982912
36981552,0.03445027788595332
36981553,0.011236768306713942
36981554,0.03940422839989417
36981555,0.034633920791169004
36981556,0.033070980939009474
36981557,0.038939067299380216
36981558,0.029760458151688228
37016149,0.028151589629456904
37016150,0.02900674446897656
37016151,0.05256721956197885
37013076,0.012593969755805621
37013077,0.0363232571630988
37013078,0.014193197793214445
37013079,0.0471275229986599
37013080,0.013148640098047967
37013081,0.03183631405927381
37013082,0.021596862386153114
37013083,0.04779496988235339
37013084,0.00800039919911906
37008698,0.022408589629393804
37008699,0.01827055315830576
37008700,0.12331643657309546
37008701,0.07481082686472537
37008702,0.03191562606416177
37008703,0.07458328370367649
37008704,0.03356702226428597
37008705,0.022011754079252516
36974389,0.10313837486007854
36974390,0.012550961973198558
37014267,0.021411521822328167
37014268,0.058102178432682214
37014269,0.00035008196218503843
37014270,0.0482296739550157
37014271,0.05604811663315868
37014272,0.05084151975330737
37014273,0.2810187040045737
37009599,0.051554554013922324
37009600,0.05314443984973707
37009601,0.046903992519522666
37009602,0.04969734922885973
37009603,0.05589452930899236
37009604,0.05167126438400341
37009605,0.051928360561149654
37009606,0.0558924040988535
37009607,0.048241730843694555
37009608,0.04811958393553411
36999326,0.0019504094088846806
36999327,0.002557736445416211
36996073,0.015054168042323209
36996074,0.008458248739231946
36996075,0.10487431802107691
36996076,0.02046263103279428
36996077,0.007981290154463264
36996078,0.14081701930955967
36996079,0.014459129792175611
36989744,0.04561332770406098
36989745,0.02815007751680334
36989746,0.03360355392785657
36989747,0.03628525774276463
36989748,0.023872122901252665
36989749,0.03974831408854791
36989750,0.024739330105198864
36989751,0.024210511682006733
36989752,0.0393461450156506
36989753,0.030827473786331935
36983669,0.0505941162359547
36983670,0.030097956258480777
36983671,0.14110868976210267
36983672,0.036535531093025174
36983673,0.026328693481796797
36983674,0.14219225471849606
36983675,0.05286358090801112
36983676,0.047553876151120895
37011180,0.013767807200384011
37011181,0.06983906897539305
37011182,0.01589345632312947
37011183,0.014445928903973998
37011184,0.022480899824425138
37011185,0.015374017680437654
37011186,0.03662291591602755
37011187,0.06116840925283085
37011188,0.01576591000437266
37011189,0.02326855105563652
36978937,0.03382664983334734
36978938,0.008730115429290714
36978939,0.026062525042938305
36978940,0.14867486018957846
36978941,0.017183199210768208
36978942,0.008591182170896512
36978943,0.018056274224159185
36978944,0.034827342476325046
36978945,0.03432721114565958
36978946,0.0328201784159723
36981719,0.06995148333442465
36981720,0.056901025984909204
36981721,0.00820214735651061
36981722,0.052240910450559314
36981723,0.007093128562111315
36981724,0.05363635685403925
36981725,0.008364567579934095
36981726,0.013066238801991262
36981727,0.084392099955134
36981728,0.018710710714696734
36975564,0.010318371671184816
36975565,0.0881611731067443
36975566,0.005434335229347013
36975567,0.005350430690745851
36975568,0.009406131792052887
36975569,0.024651077139958958
36975570,0.01817641782039493
36975571,0.020650264562615834
37016184,0.023270338173687587
37016185,0.0029236880285096398
37016186,0.02207931461460694
37016187,0.04496698645383768
37018483,0.10763573088323136
37018484,0.10758225299222852
37018485,0.08048887960716496
37018486,0.06087823297326461
37018487,0.06106253983653467
37018488,0.06113183580112725
37006531,0.04477828147286526
37006532,0.04403432657140587
37006533,0.008231712712187542
37011426,0.02603563757658196
37011427,0.007311303478457866
37011428,0.028583719177128004
37011429,0.02758695855959612
37011430,0.0070403230561848
37011431,0.027338631353878005
37011432,0.007021334321696962
36988935,0.03360558986504758
36988936,0.03404849045258859
36988937,0.10339502127382572
36988938,0.21094982809736812
36988939,0.06410795018752355
36988940,0.02146100255858292
36988941,0.0556959368240291
36988942,0.02319714894728567
36988943,0.09260856125385511
37016398,0.0036483107329376425
37016399,0.00280972244738981
37016400,0.012443675474464441
37016401,0.014910065367663452
37016402,0.012386368350398528
37016403,0.0057569608839490565
37016404,0.017218531458100386
36974877,0.6382506278201232
36974878,0.8774232548742826
37012819,0.051719024513820794
37012820,0.1567948204699296
37012821,0.017907000336918354
37012822,0.016504422672917084
37012823,0.14573162928926195
37012824,0.018316241013012213
37012825,0.018448922591978535
37012826,0.01836274666014261
37012827,0.09212267435728659
37009403,0.31019280888571915
37009404,0.046149017511833
37009405,0.067374430399271
37009406,0.14475974420231913
37009407,0.2558072645750778
37009408,0.008548540289111374
37009409,0.027277126773153637
37009410,0.02364288818837772
36974459,0.010859773504413124
36974460,0.003709557658278518
36974461,0.014251806899081322
36974462,0.004395654168788715
36974463,0.010000454406810987
36974464,0.012594468881844822
36974465,0.003425130169366688
36974466,0.011447675417425947
36974467,0.00529252930124473
37016176,0.001543881960599724
37016177,4.1241724574426185e-06
37011942,0.009917064326508426
37011943,0.047032099082121075
37011944,0.16218809754257094
37011945,0.11558079602104238
37014802,0.0017183917287096344
37014803,7.244926317392256e-06
36970327,0.007464410940374992
36970328,0.006733123260692097
36970329,0.00526189173437205
36970330,0.013110935636681685
36970331,0.005679891845109174
36970332,0.004320353688799037
37014770,0.018020626373555237
37014771,0.016585278513782654
37014772,0.02207911629151137
37014773,0.007142557664391493
37014774,0.00958510192964958
37014775,0.0003085046716098227
37014776,0.0178654111054742
36961641,0.04536056715412022
36961642,0.2786452157270796
36961643,0.051031686498066574
36961644,0.0030904941523953095
36961645,0.034407378768928625
36961646,0.11606223005807198
36961647,0.109797049406954
36961648,0.007941968971629501
37012653,0.29710259092203783
37012654,0.08041442480118637
37012655,0.27488064741483353
37012656,0.1371995138035324
37012657,0.2781858249627099
37012658,0.029114509096692814
37012659,0.17324122849938817
37012660,0.24406786893894195
37012661,0.15183566613207342
37012662,0.12587096521031166
37007501,0.010240955122027955
37007502,0.0827847230789402
37007503,0.1210753485205533
37007504,0.03243737104458959
37007505,0.25486711061162043
37007506,0.09661616421113897
37007507,0.025082972297522165
37007508,0.15534894142954778
37007509,0.03525953146358218
37007510,0.09460813450007369
36996187,0.03741575512953209
36996188,0.05902038034941739
36996189,0.01442268690686561
36996190,0.05470593355097178
36996191,0.04727924501685891
36996192,0.07724070583132421
36996193,0.010739864261897767
36996194,0.041695888470403016
36996195,0.017347603072915652
36994603,0.043672545547386116
36994604,0.0705073139718341
36994605,0.015450237312050063
36994606,0.031311918753249596
36994607,0.012037642180902742
36994608,0.04409219327554487
36994609,0.0339757130146778
36994610,0.04471129290552483
36994611,0.0387902195359356
36994612,0.06868049265933328
36959575,0.022962855604574756
36959576,0.04724655519503295
36959577,0.02551262234677055
36959578,0.20563843873426846
36959579,0.20420016407028946
36959580,0.02634338848339276
36959581,0.06198901900304714
36959582,0.04080596665042787
36959583,0.05546803198819877
36959584,0.05664377279151774
37012875,0.03281252540754082
37012876,0.02284972660226835
37012877,0.01351426921633894
37012878,0.03199158015767293
37012879,0.040211233184538266
37012880,0.024955521157008116
37012881,0.017341215269659323
37012882,0.016643953634058344
37012883,0.028240081326291955
36970028,0.023120820990279945
36970029,0.07329980607636888
36970030,0.023102801433793126
36970031,0.2654327241335343
36970032,0.015515077385249945
36970033,0.062172845677924464
36970034,0.07978333388443712
36970035,0.004157848633074183
36970036,0.010224620687402847
36970037,0.00390006702467447
36995632,0.005844737176924421
36995633,0.013262873739206638
36995634,0.03159767826598061
36995635,0.017102095334644893
36995636,0.04895652547391005
36995637,0.009816098042985368
36995638,0.017571765381868817
36995639,0.04494561832244102
36995640,0.008686833228446792
36970802,0.020531248302748887
36970803,0.16344632357063243
36970804,0.021588501153472366
36970805,0.20521795647651841
36970806,0.03173525271535303
36970807,0.018532110665225435
36970808,0.048212862030041874
36970809,0.025446109099729913
36973609,0.022251162203202123
36973610,0.10375199369503388
36973611,0.027374545625435363
36973612,0.041099258096824576
36973613,0.06377789692605954
36973614,0.29909368941787046
36973615,0.0988997220381832
36973616,0.07541726619862978
36973617,0.2737451036410239
36973618,0.016595683674141746
37016967,0.0019466396766916053
37016968,0.003661868097058263
37016969,0.00568289309871331
37017054,0.022495354913372984
37017055,0.05056803683417352
37016490,0.009089808842957568
37016491,0.024360516675645587
37016492,0.00835521575057625
37012780,0.006177857061203719
37012781,0.012615668000848086
37012782,0.0130410169187151
37012783,0.020572904337856482
37012784,0.0718955641992165
37012785,0.0428155736306713
37007170,0.01872233616175283
37007171,0.019703687927410837
37007172,0.5469771424339748
37007173,0.030054164754285576
37007174,0.04071168834421342
37007175,0.03533196667777721
37007176,0.018985641438311714
37007177,0.011019210731674348
37016993,0.002988729922811956
37016854,0.004150515693584712
37016855,0.003936192874137446
37016856,0.005104033018600052
37016857,0.001172829966936243
37016858,0.0018008593972799862
37016859,0.0030927384382889254
36998165,0.15382670784486993
36998166,0.11380720132656172
36998167,0.006463482251541382
36998168,0.21889009610894475
36998169,0.028220354546866073
36998170,0.09561601185364245
36990423,0.014867711707800659
36990424,0.0008983283426082199
36990425,0.01311819660425076
36990426,0.005226891010785272
36990427,0.014934137941625075
36990428,0.0017273468093323746
36990429,0.012606058284972431
36990430,0.006155996121333892
36990431,0.016817771708350727
36990432,0.0021974870228596614
36980769,0.027163493239725594
36980770,0.09506212041315916
36980771,0.00660684875810073
36980772,0.011609723028522197
36980773,0.08657196853043476
36980774,0.46697239622112274
36980775,0.10004190561191575
36980776,0.02993349658341903
37008950,0.009466632824983608
37008951,0.013945641251124168
37008952,0.015066490435230263
37008953,0.015568610428761299
37008954,0.025244223239444127
37008955,0.009305740293817815
37008956,0.016068716148500806
37008957,0.013678573132386176
37008958,0.00930170003730955
36969634,0.006379707396594941
36969635,0.0039860192373136726
36969636,0.017241331625689194
36969637,0.01609588009178524
36969638,0.013280189963586668
36969639,0.00662545114502793
36969640,0.007470432140091156
36969641,0.01524329719030982
36969642,0.01422629844067451
37012452,0.015668054959809163
37012453,0.009404525804514993
37012454,0.04679811667247319
37012455,0.009272676751966925
37012456,0.02675771571245811
37012457,0.027667531766782646
37007875,0.08792159634655722
37007876,0.17595812198027483
37007877,0.040044067423470456
37007878,0.15834164042936233
37007879,0.10359432445862332
37007880,0.07842611955156849
37007881,0.03401031365084215
36974411,0.003647558079316712
36974412,0.0056027437604143845
36974413,0.029036851250057838
36974414,0.00725349488495509
36974415,0.013158909482968736
36974416,0.008192961081036622
36974417,0.015654693014959187
36974418,0.0028182805352642195
37015790,0.15754428441877552
37015791,0.04512311663412777
37015792,0.004131669392693295
37015793,0.29957597326182106
37015794,0.061170074601137756
37015795,0.0017584935577995438
37015796,0.061858089531681044
36985191,0.018271853646009487
36985192,0.005085070413392822
36985193,0.21152505658193496
36985194,0.04254790708330488
36985195,0.03750066373704306
36985196,0.48514686953393465
36985197,0.025840982897685952
36985198,0.019775699231839725
36985199,0.015236855067430012
37010838,0.08346113057759699
37010839,0.1574959281968423
37010840,0.06997005451004593
37010841,0.07376581545342849
37010842,0.08014183395176236
37010843,0.0650937370994473
36972527,0.02611714312331492
36972528,0.10979828401341826
36972529,0.012055114065332528
36972530,0.007457982095715143
36972531,0.02937572716477461
36972532,0.08532699711504811
36972533,0.044753812010349836
36972534,0.34376996889860684
36972535,0.027702452715891734
36970494,0.03143707914317746
36970495,0.10980337499458052
36970496,0.05306162435240549
36970497,0.018301974104777127
36970498,0.016362400373798793
36970499,0.05108088117480855
36970500,0.018002853698967865
36970501,0.12074610766050047
36970502,0.09964361757948534
36970503,0.01573978460572522
37014434,0.008242151437425394
37014435,0.011911692416729704
37014436,0.010225198879530878
37014437,0.008885809365220983
37014438,0.003332211795704787
36973716,0.032050999968513044
36973717,0.009201536786833208
36973718,0.03510921814461859
36973719,0.03476045732063944
36973720,0.03200785982897201
37014035,0.04608811947992095
37014036,0.11325764222368657
37014037,0.025128746319432453
37014038,0.018812155597217838
37014039,0.5994242965907416
37014040,0.20290988917371092
37014041,0.20136304882717335
37014042,0.11998610010775293
37014043,0.022808939431965092
37009944,0.023453096859602972
37009945,0.043908666651057734
37009946,0.050499102417026945
37009947,0.04197686134566041
37009948,0.039760077563337146
37009949,0.03966591650814095
37009895,0.18446582007983786
37009896,0.03285676959577741
37009897,0.15009365986600992
37009898,0.15111333001721106
37009899,0.172189832421585
37009900,0.19175271642567263
37009901,0.10503553203525756
37009902,0.13799239663899318
36992614,0.01040691076420786
36992615,0.395297212622686
36992616,0.3805065278726026
36992617,0.032691566155029564
36992618,0.2910333934122097
36992619,0.004831700456610088
36992620,0.2893660619119657
36992621,0.037680716967642705
36992622,0.2770675866875119
36992623,0.2389571813910825
36992174,0.15450245356932216
36992175,0.1428556170568159
36992176,0.15999018095202552
36992177,0.14986840062094842
36992178,0.1775533425955231
36992179,0.15685918954915162
36992180,0.15540964588159004
37017013,0.0052414116048107
36998857,0.024197421339705486
36998858,0.025716930123102468
36998859,0.009497119015280171
36998860,0.11116097989162835
36998861,0.020923874771895435
36998862,0.03694262631383648
36998863,0.008085165236226297
36998864,0.007544578399631923
36998865,0.0380114435193632
37017001,0.06108853613852914
36965446,0.08979322118217474
36965447,0.002603558501496894
36965448,0.004673302787688486
36965449,0.0167258637381144
36965450,0.348592837451464
36965451,0.6105759785148939
36965452,0.27057563026513515
36965453,0.45057136806383113
37024381,0.060723348987328236
37024382,0.10523214207435666
37024383,0.23142436085249962
37024384,0.014118686602237474
36974425,0.031216423177102347
36974426,0.027751758234741148
36974427,0.4319746530687199
36974428,0.2636912419729553
36974429,0.05953764863694431
36974430,0.007053845673986889
36974431,0.040999154511655436
37017160,0.02222697430487006
37017161,0.017192297443808836
37017162,0.018265560742625874
37017163,0.023051553297890933
37017164,0.01500341133122974
37007057,0.043322777211105896
37007058,0.02553566149886065
37007059,0.00965871914290552
37007060,0.022581696597326523
37007061,0.011127627122983786
37007062,0.010765035036971515
37008442,0.005556554648405986
37008443,0.030490188114896524
37008444,0.015810860879311578
37008445,0.020916712780311965
37008446,0.006955752853163903
37008447,0.0046956506546113885
37008448,0.07614828287209552
37008449,0.08261726228762314
37008450,0.019702762061145275
36974374,0.006275650507503541
36974375,0.004320977832786229
36974376,0.005669135194579236
36974377,0.005635156271882617
36974378,0.006092399023876172
36974379,0.025977323260088482
36974380,0.02709745227340776
36974381,0.006523337547657802
36964806,0.008419484761869548
36964807,0.00788488602741854
36964808,0.002338303131427529
36964809,0.00243149188008846
36964810,0.004033153480704585
36964811,0.03365151493297052
36964812,0.008200757295146542
36964813,0.014505038968644845
36964814,0.02583492174585631
36961761,0.011540153845777779
36961762,0.012670635648081354
36961763,0.029946657578865655
36961764,0.02526441491035281
36961765,0.023670414872738313
36961766,0.016978626198965965
36961767,0.023148332562478578
36971640,0.1261841291193295
36971641,0.031239753265477885
36971642,0.024544692503890353
36971643,0.03665497635333248
36971644,0.027315043109677806
36971645,0.02247726345957073
36971646,0.02083093265673998
36971647,0.02682576255577431
36971648,0.052198482709793784
36971156,0.08239092597585429
36971157,0.10955020370692005
36971158,0.009513677890401657
36971159,0.09545676955077155
36971160,0.28329413692254646
36971161,0.026250953766518394
36971162,0.037049370180166845
36971163,0.09719805898631645
36971164,0.057846788903317375
36971521,0.05274340291192625
36971522,0.04065908160536807
36971523,0.2971972166680917
36971524,0.045147329252078795
36971525,0.12358817040427252
36971526,0.12567057515710112
36971527,0.13042235319699755
36971528,0.2980887473981819
36971529,0.023926137381847894
36971530,0.01340912297108379
37014237,0.01907762035924666
37014238,0.01652937205521111
37014239,0.04803887394487129
37014240,0.06083885265718878
37014241,0.03701475441858777
37014242,0.0430766872931535
37014243,0.019205646490142246
37014244,0.11507169146933274
37014245,0.051552078150283204
37014246,0.018574117945918244
36969348,0.3672108733564663
36969349,0.17935953556020595
36969350,0.20583209657843418
36969351,0.35475396316100644
36969352,0.11168242594522038
36969353,0.113918480638423
36969354,0.19275398763893986
37024214,0.01016912998427245
37024215,0.009557434982204453
37024216,0.021232331811665027
37024217,0.009509469553746845
37024218,0.021139473585217596
37024219,0.012503890448920167
37024220,0.021517837437567494
36969191,0.07066977530238547
36969192,0.009559455689860545
36969193,0.0299117769722778
36969194,0.03936212032569872
36969195,0.014215668971423614
36974995,0.005947679635257654
37016471,0.010659482049040603
37016472,0.03634126939306354
37016473,0.03229633731795568
37016474,0.011881371669671254
37016475,0.004342119941214566
37016476,0.0037294291130563068
37016477,0.00454802432924264
37009450,0.013508528798651342
37009451,0.00873466067137522
37009452,0.022003060227193387
37009453,0.008327811542992744
37009454,0.0552812849107456
37009455,0.022663221687624968
37009456,0.03236750033710135
37009457,0.03404659066378376
37009458,0.02330587049078492
36970729,0.04129053865358047
36970730,0.033522190480062025
36970731,0.06391976802008696
36970732,0.06838404262076135
36970733,0.02736630602315084
36970734,0.054039618953812825
36970735,0.049751515795438565
36970736,0.062455260338163246
36975000,0.012979420159557236
37016289,0.015332504963644277
37016290,0.02836380181838063
37016291,0.014085020248793288
