,Bond,Angle,Dihedral,Improper
127904783,0.018456746333582907,4.768188577840866,16.46282878971223,1.3425177815877685
127904745,0.024942900624572266,2.0656132919824985,4.197633499179188,0.7448409845027051
127904754,0.02713394951835186,2.3851883621061254,5.014655212996484,0.4060780555688326
127904780,0.02246014806973861,4.128994822738789,12.052840148383913,0.11586647457329491
127904779,0.017576450486544902,3.1051624838166374,5.654156700920634,0.18858884884019744
127904771,0.008214578055343027,1.4094695412166807,0.40357751005389625,0.25656143116647384
127904770,0.030226975517488253,3.3901740409532968,0.7868739781232283,0.5413702836453307
127904758,0.016366158983039687,1.90978266445003,6.814497307403576,7.722094793184002
127904749,0.00880022410148475,0.9884998231026874,5.483859019489346,0.001416123874321329
127904752,0.022947234201862194,1.6080265061326906,1.7745582994385591,4.830375105960186e-05
127904776,0.017312791558786705,3.6986174167971746,13.741716764539392,1.0644416833192716
127904775,0.01499233391627787,3.1776912581866665,18.017212780529963,0.814257633910805
127904791,0.019676932030396055,3.206165355666948,5.115873252976191,3.073318069639612
127904790,0.018093062282186646,2.161266816761567,15.535659610426656,8.662433972134984
127904784,0.019654185747328475,2.306610010332585,2.706364015244881,0.10413954331123455
127904759,0.01910435817900905,1.8853144890597402,0.00029316126695236636,0.0001500775932328795
127904751,0.00889839280913115,1.950297274647094,1.2944276566813422,0.31697607995498034
127904760,0.016728483399541458,1.532206121579165,1.1318405158097025,0.003326913913573031
127904777,0.007640201247886126,1.5469558259386298,4.569281537828336,0.5935961723537766
127904763,0.024601870038264834,0.9721239297422707,0.9087656868734235,0.02939880868174712
127904772,0.01272695735547044,1.3199627969781096,5.701538189286233,0.9201382371740027
127904774,0.01012070612356852,0.9569495940515383,2.6140753355343938,0.5034281188388128
127904742,0.01917522379040532,2.248710516601005,4.072918393560325,
127904785,0.04483917433501469,9.4203605536007,57.377767036287565,
127904786,0.012865490956059315,1.808768299673463,4.0672695346165275,0.8182009394930105
127904747,0.02850222203022435,3.894968722983565,28.125050523813407,0.8104400519569026
127904753,0.0355222559713964,3.2013224234231012,3.5375778169591374,
127904787,0.024472704743933434,3.8159826074111725,11.377856949211893,7.818679123657896
127904778,0.012061197341067567,2.577476708975763,3.963681373480004,0.6440597761414608
127904792,0.04137902249841738,2.6469454325130504,16.20188114772087,
127904757,0.022582884132983767,3.081327938870599,5.450665841398044,2.01669053448316
127904748,0.023272426926363037,2.860364816685752,2.285671697077032,0.02222382725497596
127904746,0.012547326465378124,1.021561136114865,1.999106775859652,0.30207268615204436
127904782,0.0117245787321177,1.8499634425489693,4.1847073131323,
127904755,0.011065761676190711,2.442882576556799,6.793806777432847,4.430013621873951
127904756,0.013223509927600272,1.5991465378245142,2.7261778295891275,1.6558192334863455
127904750,0.0091982517702617,1.5883269922757601,0.11353204059168404,0.0004614935656364786
127904781,0.011625109650550407,2.5365204669512407,6.641265324026659,
127904773,0.012470169726766464,0.910040780972974,1.1283552109606294,0.8241241371047374
