,tfd
36975451,0.05429796265260681
36975452,0.13564809181748205
36975453,0.010117065178798101
36975454,0.012136573222815665
36975455,0.09982946383495925
36975456,0.051268553174319505
36991787,0.002679175629553618
36991788,0.09865236982182604
36991789,0.007127576872111299
36991790,5.475838027697096e-05
36991791,0.04673470564608273
36991792,0.015824333091121922
36991793,0.00478183550118942
36991794,0.015889749679617638
36991795,0.007173272299760343
36991796,0.002752674100444078
36987706,0.11704320305043472
36987707,0.03684537199623376
36987708,0.03701734064524289
36984387,0.02431551905199132
36984388,0.024334738484657416
36984389,0.020302527143150107
36973916,0.03483375627117177
36973917,0.03480100266197013
36973918,0.017087430175725782
36973919,0.017011240638833372
37014846,0.10283329009988042
37014847,0.21389586232299498
37014848,0.3536114876677754
37014849,0.012051328853739555
37014850,0.010783569470844637
37014851,0.35682096985280665
37014852,0.04851586502165015
37014853,0.30550069409783226
36991461,0.06487508927625638
36991462,0.16690572677687812
36991463,0.2445162995113304
36991464,0.2528291259899856
36991465,0.08092325687844905
36991466,0.1666533502318882
36991467,0.03225619899516468
36991468,0.16437301286576145
36991469,0.24350008354695488
36991470,0.2502226594745676
36969580,0.022945723589645736
36969581,0.022951347086414938
37016997,0.023900145555955595
37015999,0.044262791725275016
37016000,0.044712044061747336
36972482,0.11760904137343821
36972483,0.041261602715152126
36972484,0.04125940820858618
36972485,0.11984265023825907
36972486,0.04130981786952853
36972487,0.1197853299990771
36972488,0.11970721907410564
36972489,0.11476618800753302
36973802,0.0007868830703245089
36973803,0.0013846588838970914
37016100,0.02721713115310029
37016101,0.019801887178543483
37016102,0.022966517357582424
36974444,0.10449527766397317
36968620,0.010322431755731092
36968621,0.0017992791531122065
37013461,0.21061919690893038
37013462,0.1431057335066623
37013463,0.23556027322303136
37013464,0.22186645410184724
37013465,0.09242613166679418
37013466,0.11152184167839088
37013467,0.0919530124109439
37013468,0.09970695028420228
37014214,0.13071467641786258
37014215,0.13054842304944805
37014216,0.18231194534932912
37014217,0.0518223814576348
37008313,0.062215222992426
37008314,0.06480922360015806
37008315,0.06222151111793883
37008316,0.041731615387046596
37008317,0.04180719422555677
37008318,0.06222586748801548
37008319,0.062207376280852794
37010696,0.0005492267084157274
37010697,0.0005111941913572283
37010698,0.0014045429167292753
37010699,0.005648991307926138
36982533,0.0030120039756578996
36982534,0.17901509630302764
36982535,0.022846171093383976
36982536,0.036393311784591216
36982537,0.03460802619096033
36982538,0.006307193557369332
36982539,0.0029323774082109554
36982540,0.06859694231322518
36982541,0.003000785246170013
36982542,0.17901702890099042
36984973,0.17969202749147295
36984974,0.17930409167102665
36984975,0.08708267807967406
37008083,0.05672914289317404
37008084,0.16577271719231867
37008085,0.059443663267821426
37008086,0.08722380591303472
37008087,0.045598269267013325
37008088,0.059072521202540876
37008089,0.014251440561384776
37008090,0.014190075192954723
37008091,0.014183068907730937
36996696,0.026792998860259792
36996697,0.01725775686262423
36996698,0.05183567949660661
36996699,0.01788075669389907
36996700,0.01354692622251578
36996701,0.017619364347669836
36996702,0.0119344591417039
36996703,0.025675499200043694
36974979,0.012289961039306761
36974980,0.012699468156750384
36991779,0.018192209242612306
36991780,0.07856282226642461
36991781,0.06441078333864794
36991782,0.030218569401795688
36991783,0.02993890458643454
36991784,0.09329698118462043
36991785,0.086329374961047
36991786,0.04658493941815877
36981550,0.008900422376878972
36981551,0.06153554356887076
