,tfd
36975451,0.10046257137756714
36975452,0.045769184606580984
36975453,0.013215309486049855
36975454,0.023153650259514734
36975455,0.07705367049580239
36975456,0.023154436494613316
36991787,0.004607058311565524
36991788,0.022158243111478376
36991789,0.010519372929330924
36991790,5.464322840745059e-05
36991791,0.029759272487359816
36991792,0.004319941405390941
36991793,0.004609904871964609
36991794,0.00438516660718447
36991795,0.010565054776186413
36991796,0.004680559507262681
36987706,0.05368205195897185
36987707,0.0059035867267793266
36987708,0.006091876052919651
36984387,0.021917969238710377
36984388,0.021952256253837857
36984389,0.01713496797134825
36973916,0.03233478541645418
36973917,0.0323021410754748
36973918,0.009740992879861347
36973919,0.009883537472355724
37014846,0.06443345351310414
37014847,0.04802810788165303
37014848,0.039226124611412096
37014849,0.042881867456208055
37014850,0.010403209584342396
37014851,0.03905603371289537
37014852,0.017243681639508096
37014853,0.1047243176590345
36991461,0.06083102355486671
36991462,0.09278981564915938
36991463,0.05119668582414808
36991464,0.05356184598670379
36991465,0.021968166214913074
36991466,0.09372755553658993
36991467,0.12088054935105134
36991468,0.010070779373888717
36991469,0.05218299195108331
36991470,0.054896918237509626
36969580,0.006151233690999616
36969581,0.006156866933983828
37016997,0.007975159095027095
37015999,0.05003724551819261
37016000,0.0504859072266974
36972482,0.017291754119275825
36972483,0.020768911127724488
36972484,0.02077125863004763
36972485,5.544722898756298e-05
36972486,0.020720777106652814
36972487,9.933707280193064e-05
36972488,0.00016856044023024492
36972489,0.08800068651246283
36973802,0.001668787357880374
36973803,0.0035294316578405797
37016100,0.01375214591556618
37016101,0.018140752877416195
37016102,0.008281254477328144
36974444,0.017548852157451587
36968620,0.002040411746765426
36968621,0.0019664671898189253
37014214,0.17215119555827268
37014215,0.17198502101227722
37014216,0.2526474078779141
37014217,0.005561336065378348
37008313,0.02745139703893253
37008314,0.1105628650749761
37008315,0.02745779044039872
37008316,0.01691487808146174
37008317,0.01702802284406502
37008318,0.02746021874448727
37008319,0.027441835245772043
37010696,0.0005492676912856429
37010697,0.0005112544511958444
37010698,0.00462826076756543
37010699,0.0014869692931331446
36982533,0.013886079499187218
36982534,0.13999339075042158
36982535,0.02427916485725212
36982536,0.026098619156178324
36982537,0.009242059195430738
36982538,0.015862383404626566
36982539,0.013940518479573541
36982540,0.009878459857865849
36982541,0.01387048525011737
36982542,0.13998995514915316
36984973,0.0254012954640604
36984974,0.02503801614691475
36984975,0.0005433656606822087
37008083,0.04410062428086842
37008084,0.013300741127037139
37008085,0.013544535925094064
37008086,0.01644988208831073
37008087,0.03296936606733868
37008088,0.04644364165573568
37008089,0.008529516001140438
37008090,0.008594896376260517
37008091,0.008601320243664131
36996696,0.10241502676793969
36996697,0.015330196070959166
36996698,0.02237475170897603
36996699,0.01673254626868052
36996700,0.02923756952602108
36996701,0.018221749573424702
36996702,0.014877291126046977
